,전용면적(㎡)
0,23.74
1,23.74
2,34.15
3,23.74
4,23.74
5,22.42
6,29.47
7,23.74
8,23.24
9,21.92
10,38.53
11,29.47
12,21.92
13,22.42
14,22.42
15,23.74
16,44.84
17,22.42
18,23.74
19,23.74
20,24.5
21,23.24
22,24.22
23,30.48
24,24.01
25,22.09
26,21.22
27,26.75
28,59.2
29,22.42
30,27.43
31,23.24
32,23.74
33,24.22
34,23.74
35,23.24
36,21.92
37,21.92
38,24.01
39,22.42
40,24.01
41,22.42
42,29.47
43,27.43
44,23.24
45,22.42
46,40.97
47,27.43
