"행정구역(시군구)별",2020
"행정구역(시군구)별",순이동 (명)
"강원도",5457
"경기도",168373
"경상남도",-16658
"경상북도",-16978
"광주광역시",-6083
"대구광역시",-16835
"대전광역시",-11097
"부산광역시",-14347
"서울특별시",-64850
"세종특별자치시",13025
"울산광역시",-13584
"인천광역시",-15748
"전국",0
"전라남도",-9754
"전라북도",-8494
"제주특별자치도",3378
"충청남도",741
"충청북도",3454
