"","X","전용면적","size"
"87",448,51.12,"소형"
"88",449,55.35,"소형"
"89",450,25.3352,"초소형"
"90",451,23.9406,"초소형"
"91",452,20.717,"초소형"
"92",453,22.589,"초소형"
"93",454,22.589,"초소형"
"94",455,15.881,"초소형"
"95",456,15.881,"초소형"
"96",457,20.717,"초소형"
"97",458,24.2841,"초소형"
"98",459,22.0257,"초소형"
"99",460,16.661,"초소형"
"100",461,22.589,"초소형"
"101",462,20.0687,"초소형"
"102",463,21.5014,"초소형"
"103",464,15.881,"초소형"
"104",465,15.881,"초소형"
"105",466,27.2216,"초소형"
"106",467,18.8283,"초소형"
"107",468,18.8283,"초소형"
"108",469,15.8259,"초소형"
"109",470,20.343,"초소형"
"110",471,15.725,"초소형"
"111",472,16.661,"초소형"
"112",473,21.2244,"초소형"
"113",474,19.157,"초소형"
"114",475,16.661,"초소형"
"115",476,16.661,"초소형"
"116",477,16.661,"초소형"
"117",478,16.661,"초소형"
"118",479,16.661,"초소형"
"119",480,16.661,"초소형"
"120",481,16.661,"초소형"
"121",482,22.8217,"초소형"
"122",483,15.881,"초소형"
"123",484,33.9845,"초소형"
"124",485,20.0687,"초소형"
"125",486,15.881,"초소형"
"126",487,22.589,"초소형"
"127",488,22.589,"초소형"
"128",489,16.661,"초소형"
"129",490,16.661,"초소형"
"130",491,20.2003,"초소형"
"131",492,20.0687,"초소형"
"132",493,15.881,"초소형"
"133",494,15.881,"초소형"
"134",495,18.8283,"초소형"
"135",496,23.0857,"초소형"
"136",497,22.8217,"초소형"
"137",498,30.085,"초소형"
"138",499,16.661,"초소형"
"139",500,17.3137,"초소형"
"140",501,16.85,"초소형"
"141",502,20.2003,"초소형"
"142",503,22.589,"초소형"
"143",504,20.0687,"초소형"
"144",505,59.2,"소형"
"145",506,55.35,"소형"
"146",507,45.4108,"소형"
"147",508,36.66,"초소형"
"148",509,44.93,"소형"
"149",510,45.4108,"소형"
"150",511,44.2708,"소형"
"151",512,45.4108,"소형"
"152",513,51.21,"소형"
"153",514,23.8329,"초소형"
"154",515,45.4108,"소형"
"155",516,48.6,"소형"
"156",517,30.735,"초소형"
"157",518,59.49,"소형"
"158",519,26.876,"초소형"
"159",520,79.39,"중형"
"160",521,22.686,"초소형"
"161",522,26.5949,"초소형"
"162",523,67.9,"중형"
"163",524,54.09,"소형"
"164",525,43.92,"소형"
"165",526,56.65,"소형"
"166",527,55.35,"소형"
"167",528,66.96,"중형"
"168",529,50.42,"소형"
"169",530,56.61,"소형"
"170",531,64.82,"중형"
"171",532,55.35,"소형"
"172",533,76.32,"중형"
"173",534,50.49,"소형"
"174",535,40.95,"소형"
"175",536,36.66,"초소형"
"176",537,35.7788,"초소형"
"177",538,27.6012,"초소형"
"178",539,45.4108,"소형"
"179",540,48.96,"소형"
"180",541,56.07,"소형"
"181",542,49.21,"소형"
"182",543,48.6,"소형"
"183",544,55.35,"소형"
"184",545,48.3,"소형"
"185",546,70.42,"중형"
"186",547,53.34,"소형"
"187",548,53.965,"소형"
"188",549,76.32,"중형"
"189",550,44.2708,"소형"
"190",551,57.51,"소형"
"191",552,68.09,"중형"
"192",553,76.44,"중형"
"193",554,76.32,"중형"
"194",555,22.42,"초소형"
"195",556,72.57,"중형"
"196",557,50.14,"소형"
"197",558,70.42,"중형"
"198",559,70.83,"중형"
"199",560,21.6349,"초소형"
"200",561,48.6,"소형"
"201",562,54.342,"소형"
"202",563,72.87,"중형"
"203",564,57.51,"소형"
"204",565,57.51,"소형"
"205",566,57.51,"소형"
"206",567,70.42,"중형"
"207",568,67.9,"중형"
"208",569,63.175,"중형"
"209",570,21.6349,"초소형"
"210",571,21.6349,"초소형"
"211",572,41.13,"소형"
"212",573,51.21,"소형"
"213",574,57.51,"소형"
"214",575,67.9,"중형"
"215",576,57.51,"소형"
"216",577,70.42,"중형"
"217",578,54.342,"소형"
"218",579,21.6349,"초소형"
"219",580,15.3613,"초소형"
"220",581,67.9,"중형"
"221",582,54.09,"소형"
"222",583,55.35,"소형"
"223",584,57.51,"소형"
"224",585,55.35,"소형"
"225",586,21.6349,"초소형"
"226",587,67.9,"중형"
"227",588,63.47,"중형"
"228",589,51.21,"소형"
"229",590,64.82,"중형"
"230",591,49.21,"소형"
"231",592,61.44,"중형"
"232",593,44.2708,"소형"
"233",594,65.2,"중형"
"234",595,51.21,"소형"
"235",596,51.37,"소형"
"236",597,21.6349,"초소형"
"237",598,40.95,"소형"
"238",599,38.77,"초소형"
"239",600,65.4,"중형"
"240",601,21.6349,"초소형"
"241",602,21.9063,"초소형"
"242",603,26.5949,"초소형"
"243",604,48.53,"소형"
"244",605,48.96,"소형"
"245",606,67.9,"중형"
"246",607,26.2699,"초소형"
"247",608,52.182,"소형"
"248",609,56.61,"소형"
"249",610,26.5949,"초소형"
"250",611,76.26,"중형"
"251",612,30.735,"초소형"
"252",613,16.9849,"초소형"
"253",614,26.5949,"초소형"
"254",615,24.52,"초소형"
"255",616,21.6349,"초소형"
"256",617,21.6349,"초소형"
"257",618,54.09,"소형"
"258",619,64.82,"중형"
"259",620,55.29,"소형"
