"","X","전용면적","size"
"197",14183,84.9539,"중형"
"198",14184,84.9375,"중형"
"199",14185,96.1416,"대형"
"200",14186,84.757,"중형"
"201",14187,74.519,"중형"
"202",14188,84.9899,"중형"
"203",14189,99.9834,"대형"
"204",14190,84.73,"중형"
"205",14191,59.9383,"소형"
"206",14192,59.9383,"소형"
"207",14193,84.9365,"중형"
"208",14194,84.9365,"중형"
"209",14195,84.9893,"중형"
"210",14196,59.8652,"소형"
"211",14197,59.8652,"소형"
"212",14198,74.98,"중형"
"213",14199,74.98,"중형"
"214",14200,114.16,"대형"
"215",14201,114.16,"대형"
"216",14202,101.54,"대형"
"217",14203,59.1,"소형"
"218",14204,114.84,"대형"
"219",14205,114.6,"대형"
"220",14206,84.9895,"중형"
"221",14207,84.8788,"중형"
"222",14208,84.9757,"중형"
"223",14209,84.9968,"중형"
"224",14210,84.98,"중형"
"225",14211,84.986,"중형"
"226",14212,43.008,"소형"
"227",14213,43.008,"소형"
"228",14214,84.8809,"중형"
"229",14215,44.99,"소형"
"230",14216,59.9853,"소형"
"231",14217,59.9853,"소형"
"232",14218,98.1866,"대형"
"233",14219,59.9602,"소형"
"234",14220,100.9214,"대형"
"235",14221,84.9645,"중형"
"236",14222,84.9727,"중형"
"237",14223,84.757,"중형"
"238",14224,84.9899,"중형"
"239",14225,59.9383,"소형"
"240",14226,59.9474,"소형"
"241",14227,84.9424,"중형"
"242",14228,108.81,"대형"
"243",14229,84.814,"중형"
"244",14230,84.39,"중형"
"245",14231,59.1,"소형"
"246",14232,59.8338,"소형"
"247",14233,107.1454,"대형"
"248",14234,59.8652,"소형"
"249",14235,84.9491,"중형"
"250",14236,59.8652,"소형"
"251",14237,59.9853,"소형"
"252",14238,43.008,"소형"
"253",14239,26.74,"초소형"
"254",14240,59.9843,"소형"
"255",14241,84.975,"중형"
"256",14242,84.99,"중형"
"257",14243,59.97,"소형"
"258",14244,84.96,"중형"
"259",14245,84.89,"중형"
"260",14246,98.0608,"대형"
"261",14247,59.9602,"소형"
"262",14248,59.9602,"소형"
"263",14249,100.9134,"대형"
"264",14250,59.4544,"소형"
"265",14251,74.5191,"중형"
"266",14252,74.5191,"중형"
"267",14253,84.9539,"중형"
"268",14254,84.9727,"중형"
"269",14255,84.8568,"중형"
"270",14256,96.252,"대형"
"271",14257,84.9375,"중형"
"272",14258,99.9576,"대형"
"273",14259,99.9834,"대형"
"274",14260,79.626,"중형"
"275",14261,84.6641,"중형"
"276",14262,84.99,"중형"
"277",14263,84.9941,"중형"
"278",14264,84.9893,"중형"
"279",14265,74.98,"중형"
"280",14266,96.283,"대형"
"281",14267,101.45,"대형"
"282",14268,59.1,"소형"
"283",14269,84.9894,"중형"
"284",14270,59.9964,"소형"
"285",14271,84.6583,"중형"
"286",14272,74.77,"중형"
"287",14273,59.9853,"소형"
"288",14274,79.5988,"중형"
"289",14275,26.487,"초소형"
"290",14276,84.9675,"중형"
"291",14277,111.996,"대형"
"292",14278,84.945,"중형"
"293",14279,84.9914,"중형"
"294",14280,84.9645,"중형"
"295",14281,59.9602,"소형"
"296",14282,84.9989,"중형"
"297",14283,84.9539,"중형"
"298",14284,84.8568,"중형"
"299",14285,84.9816,"중형"
"300",14286,84.9816,"중형"
"301",14287,84.9816,"중형"
"302",14288,84.9816,"중형"
"303",14289,84.9816,"중형"
"304",14290,84.9816,"중형"
"305",14291,84.9899,"중형"
"306",14292,19.3525,"초소형"
"307",14293,83.256,"중형"
"308",14294,59.9316,"소형"
"309",14295,84.9911,"중형"
"310",14296,96.31,"대형"
"311",14297,84.62,"중형"
"312",14298,59.9907,"소형"
"313",14299,84.8788,"중형"
"314",14300,84.8788,"중형"
"315",14301,59.9013,"소형"
"316",14302,84.98,"중형"
"317",14303,84.89,"중형"
"318",14304,72.497,"중형"
"319",14305,26.7,"초소형"
"320",14306,74.9668,"중형"
"321",14307,84.66,"중형"
"322",14308,84.857,"중형"
"323",14309,19.1676,"초소형"
"324",14310,84.9518,"중형"
"325",14311,100.9134,"대형"
"326",14312,71.484,"중형"
"327",14313,84.928,"중형"
"328",14314,84.9238,"중형"
"329",14315,99.9576,"대형"
"330",14316,46.68,"소형"
"331",14317,125.542,"대형"
"332",14318,49.29,"소형"
"333",14319,59.76,"소형"
"334",14320,128.9491,"대형"
"335",14321,84.9424,"중형"
"336",14322,84.81,"중형"
"337",14323,59.9897,"소형"
"338",14324,59.8338,"소형"
"339",14325,84.9895,"중형"
"340",14326,59.9897,"소형"
"341",14327,84.9895,"중형"
"342",14328,84.9895,"중형"
"343",14329,73.713,"중형"
"344",14330,59.9907,"소형"
"345",14331,73.9816,"중형"
"346",14332,59.9917,"소형"
"347",14333,84.9894,"중형"
"348",14334,59.9159,"소형"
"349",14335,59.9159,"소형"
"350",14336,99.9434,"대형"
"351",14337,99.9434,"대형"
"352",14338,84.9893,"중형"
"353",14339,59.9013,"소형"
"354",14340,74.77,"중형"
"355",14341,74.77,"중형"
"356",14342,74.77,"중형"
"357",14343,74.77,"중형"
"358",14344,59.972,"소형"
"359",14345,59.9853,"소형"
"360",14346,43.008,"소형"
"361",14347,43.008,"소형"
"362",14348,43.008,"소형"
"363",14349,59.8817,"소형"
"364",14350,59.8817,"소형"
"365",14351,84.9675,"중형"
"366",14352,59.9843,"소형"
"367",14353,59.9843,"소형"
"368",14354,98.7065,"대형"
"369",14355,75.5847,"중형"
"370",14356,75.5531,"중형"
"371",14357,84.902,"중형"
"372",14358,100.016,"대형"
"373",14359,84.757,"중형"
"374",14360,59.99,"소형"
"375",14361,84.857,"중형"
"376",14362,59.97,"소형"
"377",14363,59.8808,"소형"
"378",14364,59.9,"소형"
"379",14365,59.9,"소형"
"380",14366,98.0608,"대형"
"381",14367,99.986,"대형"
"382",14368,84.9895,"중형"
"383",14369,59.9331,"소형"
"384",14370,59.9331,"소형"
"385",14371,98.6414,"대형"
"386",14372,59.9602,"소형"
"387",14373,101.8063,"대형"
"388",14374,108.8552,"대형"
"389",14375,97.994,"대형"
"390",14376,97.994,"대형"
"391",14377,59.5,"소형"
"392",14378,84.9375,"중형"
"393",14379,84.9375,"중형"
"394",14380,84.9539,"중형"
"395",14381,74.5191,"중형"
"396",14382,84.9727,"중형"
"397",14383,84.9727,"중형"
"398",14384,74.5191,"중형"
"399",14385,84.9821,"중형"
"400",14386,84.696,"중형"
"401",14387,96.252,"대형"
"402",14388,96.1416,"대형"
"403",14389,96.1416,"대형"
"404",14390,74.519,"중형"
"405",14391,99.9834,"대형"
"406",14392,84.9899,"중형"
"407",14393,99.9834,"대형"
"408",14394,99.9834,"대형"
"409",14395,99.6514,"대형"
"410",14396,84.9228,"중형"
"411",14397,84.84,"중형"
"412",14398,118.198,"대형"
"413",14399,84.6682,"중형"
"414",14400,130.2173,"대형"
"415",14401,59.999,"소형"
"416",14402,84.9424,"중형"
"417",14403,84.9365,"중형"
"418",14404,59.614,"소형"
"419",14405,84.9941,"중형"
"420",14406,84.9941,"중형"
"421",14407,59.8652,"소형"
"422",14408,84.9893,"중형"
"423",14409,108.81,"대형"
"424",14410,84.94,"중형"
"425",14411,74.98,"중형"
"426",14412,84.991,"중형"
"427",14413,106.76,"대형"
"428",14414,96.31,"대형"
"429",14415,59.89,"소형"
"430",14416,84.62,"중형"
"431",14417,84.62,"중형"
"432",14418,59.1,"소형"
"433",14419,84.9895,"중형"
"434",14420,84.9895,"중형"
"435",14421,73.713,"중형"
"436",14422,73.713,"중형"
"437",14423,84.9837,"중형"
"438",14424,84.606,"중형"
"439",14425,59.9159,"소형"
"440",14426,107.1454,"대형"
"441",14427,84.9491,"중형"
"442",14428,84.6583,"중형"
"443",14429,59.9013,"소형"
"444",14430,74.77,"중형"
"445",14431,84.986,"중형"
"446",14432,107.698,"대형"
"447",14433,84.986,"중형"
"448",14434,79.5988,"중형"
"449",14435,75.5531,"중형"
"450",14436,59.8969,"소형"
"451",14437,59.8969,"소형"
"452",14438,59.965,"소형"
"453",14439,98.0608,"대형"
"454",14440,84.9645,"중형"
"455",14441,59.9539,"소형"
"456",14442,59.9602,"소형"
"457",14443,59.9539,"소형"
"458",14444,97.994,"대형"
"459",14445,97.994,"대형"
"460",14446,84.75,"중형"
"461",14447,59.92,"소형"
"462",14448,74.5191,"중형"
"463",14449,74.5191,"중형"
"464",14450,74.5191,"중형"
"465",14451,84.757,"중형"
"466",14452,84.757,"중형"
"467",14453,99.9834,"대형"
"468",14454,19.8015,"초소형"
"469",14455,28.168,"초소형"
"470",14456,84.6641,"중형"
"471",14457,84.6641,"중형"
"472",14458,130.2173,"대형"
"473",14459,59.614,"소형"
"474",14460,84.9941,"중형"
"475",14461,74.98,"중형"
"476",14462,84.95,"중형"
"477",14463,74.94,"중형"
"478",14464,101.54,"대형"
"479",14465,59.1,"소형"
"480",14466,84.9895,"중형"
"481",14467,73.713,"중형"
"482",14468,84.9968,"중형"
"483",14469,84.8974,"중형"
"484",14470,84.98,"중형"
"485",14471,74.77,"중형"
"486",14472,84.9916,"중형"
"487",14473,84.757,"중형"
"488",14474,84.969,"중형"
"489",14475,59.99,"소형"
"490",14476,84.857,"중형"
"491",14477,84.857,"중형"
"492",14478,51.904,"소형"
"493",14479,59.9331,"소형"
"494",14480,84.9645,"중형"
"495",14481,97.994,"대형"
"496",14482,59.97,"소형"
"497",14483,84.9375,"중형"
"498",14484,74.5191,"중형"
"499",14485,84.9539,"중형"
"500",14486,84.9821,"중형"
"501",14487,84.9816,"중형"
"502",14488,84.9816,"중형"
"503",14489,84.9816,"중형"
"504",14490,96.252,"대형"
"505",14491,84.9238,"중형"
"506",14492,84.9899,"중형"
"507",14493,99.9576,"대형"
"508",14494,19.8015,"초소형"
"509",14495,39.97,"초소형"
"510",14496,104.9044,"대형"
"511",14497,59.9383,"소형"
"512",14498,59.9383,"소형"
"513",14499,84.9365,"중형"
"514",14500,74.98,"중형"
"515",14501,84.95,"중형"
"516",14502,106.76,"대형"
"517",14503,84.96,"중형"
"518",14504,84.87,"중형"
"519",14505,101.54,"대형"
"520",14506,114.16,"대형"
"521",14507,59.8338,"소형"
"522",14508,84.9895,"중형"
"523",14509,84.9837,"중형"
"524",14510,59.655,"소형"
"525",14511,84.8788,"중형"
"526",14512,111.3034,"대형"
"527",14513,96.1416,"대형"
"528",14514,96.1416,"대형"
"529",14515,84.9893,"중형"
"530",14516,74.77,"중형"
"531",14517,84.945,"중형"
"532",14518,84.945,"중형"
"533",14519,84.941,"중형"
"534",14520,59.9,"소형"
"535",14521,94.96,"대형"
"536",14522,109.89,"대형"
"537",14523,94.97,"대형"
"538",14524,98.0608,"대형"
"539",14525,59.9331,"소형"
"540",14526,59.9602,"소형"
"541",14527,97.994,"대형"
"542",14528,84.9375,"중형"
"543",14529,84.9727,"중형"
"544",14530,84.9238,"중형"
"545",14531,74.5191,"중형"
"546",14532,84.9539,"중형"
"547",14533,84.9727,"중형"
"548",14534,84.84,"중형"
"549",14535,118.198,"대형"
"550",14536,108.3993,"대형"
"551",14537,84.9941,"중형"
"552",14538,84.99,"중형"
"553",14539,74.98,"중형"
"554",14540,102.78,"대형"
"555",14541,84.08,"중형"
"556",14542,59.1,"소형"
"557",14543,84.9895,"중형"
"558",14544,84.9895,"중형"
"559",14545,84.967,"중형"
"560",14546,50.3413,"소형"
"561",14547,84.9783,"중형"
"562",14548,59.99,"소형"
"563",14549,59.97,"소형"
"564",14550,84.941,"중형"
"565",14551,102.85,"대형"
"566",14552,59.9,"소형"
"567",14553,59.9331,"소형"
"568",14554,74.5191,"중형"
"569",14555,74.5191,"중형"
"570",14556,84.8568,"중형"
"571",14557,84.9816,"중형"
"572",14558,96.252,"대형"
"573",14559,96.1416,"대형"
"574",14560,99.9576,"대형"
"575",14561,84.9899,"중형"
"576",14562,84.99,"중형"
"577",14563,59.858,"소형"
"578",14564,151.659,"대형"
"579",14565,84.8676,"중형"
"580",14566,84.6641,"중형"
"581",14567,84.6641,"중형"
"582",14568,84.9228,"중형"
"583",14569,84.9424,"중형"
"584",14570,84.9911,"중형"
"585",14571,74.98,"중형"
"586",14572,67.962,"중형"
"587",14573,84.96,"중형"
"588",14574,59.89,"소형"
"589",14575,149.8,"대형"
"590",14576,101.46,"대형"
"591",14577,101.95,"대형"
"592",14578,84.9837,"중형"
"593",14579,84.606,"중형"
"594",14580,73.9816,"중형"
"595",14581,84.8788,"중형"
"596",14582,84.8788,"중형"
"597",14583,59.9964,"소형"
"598",14584,59.9159,"소형"
"599",14585,59.9159,"소형"
"600",14586,74.77,"중형"
"601",14587,74.77,"중형"
"602",14588,72.497,"중형"
"603",14589,59.9853,"소형"
"604",14590,59.9853,"소형"
"605",14591,35.1933,"초소형"
"606",14592,84.945,"중형"
"607",14593,99.975,"대형"
"608",14594,84.969,"중형"
"609",14595,45.98,"소형"
"610",14596,59.8808,"소형"
"611",14597,111.9846,"대형"
"612",14598,59.9883,"소형"
"613",14599,59.9079,"소형"
"614",14600,59.9331,"소형"
"615",14601,59.92,"소형"
"616",14602,59.92,"소형"
"617",14603,59.5,"소형"
"618",14604,84.8568,"중형"
"619",14605,84.8568,"중형"
"620",14606,84.8568,"중형"
"621",14607,84.9968,"중형"
"622",14608,84.928,"중형"
"623",14609,84.928,"중형"
"624",14610,84.73,"중형"
"625",14611,84.73,"중형"
"626",14612,104.9044,"대형"
"627",14613,84.6641,"중형"
"628",14614,59.9383,"소형"
"629",14615,84.94,"중형"
"630",14616,106.76,"대형"
"631",14617,84.814,"중형"
"632",14618,84.62,"중형"
"633",14619,114.19,"대형"
"634",14620,59.1,"소형"
"635",14621,84.606,"중형"
"636",14622,59.9881,"소형"
"637",14623,59.9159,"소형"
"638",14624,84.9893,"중형"
"639",14625,84.6583,"중형"
"640",14626,101.8347,"대형"
"641",14627,101.8347,"대형"
"642",14628,97.5713,"대형"
"643",14629,98.1108,"대형"
"644",14630,84.9783,"중형"
"645",14631,84.969,"중형"
"646",14632,84.89,"중형"
"647",14633,84.9968,"중형"
"648",14634,59.9539,"소형"
"649",14635,100.9214,"대형"
"650",14636,84.9434,"중형"
"651",14637,59.92,"소형"
"652",14638,84.9375,"중형"
"653",14639,59.9789,"소형"
"654",14640,74.519,"중형"
"655",14641,84.9899,"중형"
"656",14642,19.3525,"초소형"
"657",14643,79.626,"중형"
"658",14644,49.29,"소형"
"659",14645,84.6641,"중형"
"660",14646,128.9491,"대형"
"661",14647,128.9491,"대형"
"662",14648,59.9383,"소형"
"663",14649,84.9424,"중형"
"664",14650,84.9941,"중형"
"665",14651,84.814,"중형"
"666",14652,84.87,"중형"
"667",14653,101.54,"대형"
"668",14654,84.62,"중형"
"669",14655,84.9544,"중형"
"670",14656,59.9897,"소형"
"671",14657,59.8338,"소형"
"672",14658,59.8338,"소형"
"673",14659,84.9894,"중형"
"674",14660,59.9917,"소형"
"675",14661,84.8668,"중형"
"676",14662,100.7296,"대형"
"677",14663,84.9757,"중형"
"678",14664,84.9968,"중형"
"679",14665,59.9058,"소형"
"680",14666,59.9058,"소형"
"681",14667,84.98,"중형"
"682",14668,84.98,"중형"
"683",14669,84.98,"중형"
"684",14670,74.77,"중형"
"685",14671,107.698,"대형"
"686",14672,43.008,"소형"
"687",14673,22.686,"초소형"
"688",14674,59.8817,"소형"
"689",14675,74.9668,"중형"
"690",14676,84.902,"중형"
"691",14677,84.9837,"중형"
"692",14678,50.3413,"소형"
"693",14679,84.945,"중형"
"694",14680,84.757,"중형"
"695",14681,84.757,"중형"
"696",14682,84.969,"중형"
"697",14683,59.97,"소형"
"698",14684,59.98,"소형"
"699",14685,84.99,"중형"
"700",14686,59.99,"소형"
"701",14687,84.857,"중형"
"702",14688,84.857,"중형"
"703",14689,102.85,"대형"
"704",14690,59.9883,"소형"
"705",14691,84.9925,"중형"
"706",14692,84.8457,"중형"
"707",14693,59.9331,"소형"
"708",14694,98.1866,"대형"
"709",14695,69.961,"중형"
"710",14696,84.8892,"중형"
"711",14697,59.9602,"소형"
"712",14698,84.9875,"중형"
"713",14699,59.9602,"소형"
"714",14700,97.994,"대형"
"715",14701,98.227,"대형"
"716",14702,84.9837,"중형"
"717",14703,74.5191,"중형"
"718",14704,84.9539,"중형"
"719",14705,84.9375,"중형"
"720",14706,84.9539,"중형"
"721",14707,84.8568,"중형"
"722",14708,84.8568,"중형"
"723",14709,84.8568,"중형"
"724",14710,84.696,"중형"
"725",14711,84.9039,"중형"
"726",14712,59.9789,"소형"
"727",14713,84.9968,"중형"
"728",14714,84.928,"중형"
"729",14715,84.757,"중형"
"730",14716,84.9727,"중형"
"731",14717,84.9375,"중형"
"732",14718,23.455,"초소형"
"733",14719,18.0325,"초소형"
"734",14720,49.29,"소형"
"735",14721,84.6641,"중형"
"736",14722,128.9491,"대형"
"737",14723,84.9424,"중형"
"738",14724,59.9383,"소형"
"739",14725,84.9424,"중형"
"740",14726,59.9316,"소형"
"741",14727,59.9316,"소형"
"742",14728,84.9941,"중형"
"743",14729,84.9893,"중형"
"744",14730,59.8652,"소형"
"745",14731,59.9349,"소형"
"746",14732,84.94,"중형"
"747",14733,74.98,"중형"
"748",14734,74.98,"중형"
"749",14735,84.994,"중형"
"750",14736,119.78,"대형"
"751",14737,119.86,"대형"
"752",14738,84.87,"중형"
"753",14739,84.7,"중형"
"754",14740,84.18,"중형"
"755",14741,84.12,"중형"
"756",14742,84.08,"중형"
"757",14743,84.11,"중형"
"758",14744,114.84,"대형"
"759",14745,73.713,"중형"
"760",14746,84.606,"중형"
"761",14747,59.9917,"소형"
"762",14748,59.9159,"소형"
"763",14749,100.3699,"대형"
"764",14750,59.8652,"소형"
"765",14751,84.9893,"중형"
"766",14752,59.1683,"소형"
"767",14753,75.5531,"중형"
"768",14754,51.9451,"소형"
"769",14755,99.975,"대형"
"770",14756,59.97,"소형"
"771",14757,19.1676,"초소형"
"772",14758,21.27,"초소형"
"773",14759,21.27,"초소형"
"774",14760,59.9973,"소형"
"775",14761,84.916,"중형"
"776",14762,98.0608,"대형"
"777",14763,59.9604,"소형"
"778",14764,59.9602,"소형"
"779",14765,84.9989,"중형"
"780",14766,59.92,"소형"
"781",14767,59.7,"소형"
"782",14768,84.9375,"중형"
"783",14769,84.9816,"중형"
"784",14770,84.696,"중형"
"785",14771,84.9375,"중형"
"786",14772,28.168,"초소형"
"787",14773,84.84,"중형"
"788",14774,59.99,"소형"
"789",14775,84.6641,"중형"
"790",14776,84.6641,"중형"
"791",14777,59.9383,"소형"
"792",14778,84.9911,"중형"
"793",14779,84.9941,"중형"
"794",14780,84.95,"중형"
"795",14781,84.9544,"중형"
"796",14782,59.8338,"소형"
"797",14783,107.1433,"대형"
"798",14784,84.9837,"중형"
"799",14785,84.9837,"중형"
"800",14786,59.9159,"소형"
"801",14787,100.3699,"대형"
"802",14788,84.9757,"중형"
"803",14789,84.9968,"중형"
"804",14790,74.77,"중형"
"805",14791,84.89,"중형"
"806",14792,74.77,"중형"
"807",14793,84.986,"중형"
"808",14794,79.5988,"중형"
"809",14795,59.8676,"소형"
"810",14796,43.008,"소형"
"811",14797,84.99,"중형"
"812",14798,59.8817,"소형"
"813",14799,99.992,"대형"
"814",14800,84.945,"중형"
"815",14801,84.945,"중형"
"816",14802,84.9891,"중형"
"817",14803,59.9331,"소형"
"818",14804,59.9331,"소형"
"819",14805,84.9989,"중형"
"820",14806,84.9375,"중형"
"821",14807,84.9539,"중형"
"822",14808,84.9727,"중형"
"823",14809,74.5191,"중형"
"824",14810,84.8568,"중형"
"825",14811,84.9899,"중형"
"826",14812,84.9899,"중형"
"827",14813,84.99,"중형"
"828",14814,49.29,"소형"
"829",14815,84.84,"중형"
"830",14816,84.6641,"중형"
"831",14817,84.8058,"중형"
"832",14818,59.9383,"소형"
"833",14819,84.9911,"중형"
"834",14820,59.8652,"소형"
"835",14821,59.8652,"소형"
"836",14822,84.9893,"중형"
"837",14823,84.9893,"중형"
"838",14824,84.95,"중형"
"839",14825,120.481,"대형"
"840",14826,84.12,"중형"
"841",14827,84.39,"중형"
"842",14828,59.9907,"소형"
"843",14829,59.9917,"소형"
"844",14830,59.9159,"소형"
"845",14831,59.9881,"소형"
"846",14832,59.9058,"소형"
"847",14833,84.98,"중형"
"848",14834,84.986,"중형"
"849",14835,107.698,"대형"
"850",14836,43.008,"소형"
"851",14837,84.9078,"중형"
"852",14838,84.757,"중형"
"853",14839,99.975,"대형"
"854",14840,98.0608,"대형"
"855",14841,84.9383,"중형"
"856",14842,59.9604,"소형"
"857",14843,100.9214,"대형"
"858",14844,59.441,"소형"
"859",14845,74.5191,"중형"
"860",14846,84.9727,"중형"
"861",14847,74.5191,"중형"
"862",14848,84.9968,"중형"
"863",14849,84.9968,"중형"
"864",14850,84.9899,"중형"
"865",14851,59.858,"소형"
"866",14852,101.6828,"대형"
"867",14853,84.6641,"중형"
"868",14854,59.9383,"소형"
"869",14855,84.9893,"중형"
"870",14856,59.9349,"소형"
"871",14857,108.81,"대형"
"872",14858,114.16,"대형"
"873",14859,84.606,"중형"
"874",14860,84.606,"중형"
"875",14861,84.967,"중형"
"876",14862,84.9968,"중형"
"877",14863,84.9968,"중형"
"878",14864,84.9491,"중형"
"879",14865,59.9349,"소형"
"880",14866,84.8974,"중형"
"881",14867,107.698,"대형"
"882",14868,59.9853,"소형"
"883",14869,79.5988,"중형"
"884",14870,43.008,"소형"
"885",14871,101.7282,"대형"
"886",14872,84.9837,"중형"
"887",14873,108.9835,"대형"
"888",14874,84.969,"중형"
"889",14875,84.969,"중형"
"890",14876,99.975,"대형"
"891",14877,84.857,"중형"
"892",14878,59.99,"소형"
"893",14879,59.99,"소형"
"894",14880,84.89,"중형"
"895",14881,102.85,"대형"
"896",14882,59.9562,"소형"
