"","X","전용면적","size"
"78",77,15.881,"초소형"
"79",78,27.2216,"초소형"
"80",79,18.8283,"초소형"
"81",80,21.5014,"초소형"
"82",81,18.8283,"초소형"
"83",82,15.881,"초소형"
"84",83,22.589,"초소형"
"85",84,18.8283,"초소형"
"86",85,23.0857,"초소형"
"87",86,22.589,"초소형"
"88",87,22.8217,"초소형"
"89",88,17.3137,"초소형"
"90",89,30.085,"초소형"
"91",90,22.589,"초소형"
"92",91,16.85,"초소형"
"93",92,33.9845,"초소형"
"94",93,16.661,"초소형"
"95",94,20.2003,"초소형"
"96",95,67.9,"중형"
"97",96,55.35,"소형"
"98",97,54.09,"소형"
"99",98,56.46,"소형"
"100",99,56.46,"소형"
"101",100,56.46,"소형"
"102",101,56.46,"소형"
"103",102,80.685,"중형"
"104",103,15.008,"초소형"
"105",104,15.368,"초소형"
"106",105,15.368,"초소형"
"107",106,12.828,"초소형"
"108",107,15.008,"초소형"
"109",108,12.828,"초소형"
"110",109,12.828,"초소형"
"111",110,12.828,"초소형"
"112",111,12.828,"초소형"
"113",112,15.008,"초소형"
"114",113,15.008,"초소형"
"115",114,15.368,"초소형"
"116",115,12.828,"초소형"
"117",116,12.828,"초소형"
"118",117,15.368,"초소형"
"119",118,12.828,"초소형"
"120",119,23.85,"초소형"
"121",120,51.21,"소형"
"122",121,106.03,"대형"
"123",122,57.51,"소형"
"124",123,54.09,"소형"
"125",124,67.9,"중형"
"126",125,55.29,"소형"
"127",126,58.2225,"소형"
"128",127,63.175,"중형"
"129",128,51.21,"소형"
"130",129,56.46,"소형"
"131",130,61.33,"중형"
"132",131,51.21,"소형"
"133",132,50.14,"소형"
"134",133,55.35,"소형"
"135",134,54.09,"소형"
"136",135,83.2,"중형"
"137",136,44.9,"소형"
"138",137,63.175,"중형"
"139",138,25.56,"초소형"
"140",139,21.24,"초소형"
"141",140,21.24,"초소형"
"142",141,21.24,"초소형"
"143",142,21.24,"초소형"
"144",143,25.56,"초소형"
"145",144,25.56,"초소형"
"146",145,25.56,"초소형"
"147",146,25.56,"초소형"
"148",147,25.56,"초소형"
"149",148,25.56,"초소형"
"150",149,25.56,"초소형"
"151",150,21.24,"초소형"
"152",151,21.24,"초소형"
"153",152,21.24,"초소형"
"154",153,21.24,"초소형"
"155",154,21.24,"초소형"
"156",155,21.24,"초소형"
"157",156,20.52,"초소형"
"158",157,25.56,"초소형"
"159",158,20.52,"초소형"
"160",159,20.52,"초소형"
"161",160,20.52,"초소형"
"162",161,20.52,"초소형"
"163",162,25.56,"초소형"
"164",163,20.52,"초소형"
"165",164,20.52,"초소형"
"166",165,20.52,"초소형"
"167",166,25.56,"초소형"
"168",167,25.56,"초소형"
"169",168,25.56,"초소형"
"170",169,61.33,"중형"
"171",170,27.33,"초소형"
"172",171,67.9,"중형"
"173",172,54.09,"소형"
"174",173,67.9,"중형"
"175",174,59.49,"소형"
"176",175,63.33,"중형"
"177",176,54.21,"소형"
"178",177,53.46,"소형"
"179",178,55.35,"소형"
"180",179,51.21,"소형"
"181",180,61.26,"중형"
"182",181,54.28,"소형"
"183",182,55.35,"소형"
"184",183,61.26,"중형"
"185",184,48.41,"소형"
"186",185,67.9,"중형"
"187",186,59.49,"소형"
"188",187,55.35,"소형"
"189",188,22.42,"초소형"
"190",189,83.11,"중형"
"191",190,52.3,"소형"
