"","전용면적...","거래금액.만원.","층","건축년도","동네","동내"
"2807",84.9941,"39,850",3,2015,"종촌동","1"
"2808",84.87,"36,700",6,2011,"한솔동","7"
"2809",84.7,"28,000",10,2012,"한솔동","7"
"2810",84.8668,"31,000",12,2015,"고운동","2"
"2811",79.5988,"28,500",5,2014,"고운동","2"
"2812",59.9013,"27,000",6,2015,"고운동","2"
"2813",99.9576,"36,500",12,2015,"아름동","3"
"2814",84.757,"34,800",6,2014,"아름동","3"
"2815",84.757,"35,900",11,2014,"아름동","3"
"2816",84.757,"35,200",12,2014,"아름동","3"
"2817",84.8568,"33,800",25,2014,"아름동","3"
"2818",84.8568,"33,000",4,2014,"아름동","3"
"2819",84.99,"49,500",7,2013,"어진동","4"
"2820",83.256,"12,000",5,2003,"조치원읍","6"
"2821",126.6976,"23,900",10,2006,"조치원읍","6"
"2822",84.6641,"17,600",4,2008,"조치원읍","6"
"2823",59.9383,"31,900",21,2014,"종촌동","1"
"2824",101.54,"34,400",3,2012,"한솔동","7"
"2825",84.7,"26,700",3,2012,"한솔동","7"
"2826",101.46,"37,000",28,2012,"한솔동","7"
"2827",107.698,"39,150",5,2015,"고운동","2"
"2828",97.994,"79,000",26,2016,"소담동","13"
"2829",74.5191,"30,900",13,2014,"아름동","3"
"2830",49.277,"7,400",7,2001,"연동면","9"
"2831",84.99,"12,500",13,1992,"조치원읍","6"
"2832",46.68,"6,900",4,1989,"조치원읍","6"
"2833",125.542,"22,300",2,2013,"조치원읍","6"
"2834",59.76,"9,150",10,1996,"조치원읍","6"
"2835",84.6641,"21,000",10,2008,"조치원읍","6"
"2836",84.6641,"17,500",8,2008,"조치원읍","6"
"2837",59.999,"11,800",4,1996,"조치원읍","6"
"2838",84.99,"33,500",20,2015,"종촌동","1"
"2839",84.9424,"40,000",20,2014,"종촌동","1"
"2840",84.986,"29,100",12,2015,"고운동","2"
"2841",99.992,"56,000",10,2015,"도담동","8"
"2842",99.9834,"34,000",5,2015,"아름동","3"
"2843",84.914,"35,300",3,2015,"아름동","3"
"2844",84.914,"35,000",3,2015,"아름동","3"
"2845",84.8568,"35,500",18,2014,"아름동","3"
"2846",84.9228,"18,400",5,2006,"조치원읍","6"
"2847",59.76,"9,300",7,1996,"조치원읍","6"
"2848",74.98,"29,000",25,2015,"종촌동","1"
"2849",84.9424,"42,000",19,2014,"종촌동","1"
"2850",84.9757,"33,500",5,2015,"고운동","2"
"2851",84.9757,"32,000",3,2015,"고운동","2"
"2852",59.9964,"26,000",13,2015,"고운동","2"
"2853",59.8676,"17,100",12,2000,"금남면","14"
"2854",44.99,"24,000",4,2014,"도담동","8"
"2855",44.99,"24,500",6,2014,"도담동","8"
"2856",59.98,"30,400",4,2014,"도담동","8"
"2857",84.893,"47,800",23,2014,"도담동","8"
"2858",111.996,"75,000",18,2015,"도담동","8"
"2859",84.815,"48,000",29,2014,"도담동","8"
"2860",84.841,"46,200",4,2014,"도담동","8"
"2861",84.9837,"34,000",18,2014,"아름동","3"
"2862",84.9837,"34,700",12,2013,"아름동","3"
"2863",84.9899,"33,900",7,2015,"아름동","3"
"2864",99.9834,"33,900",3,2015,"아름동","3"
"2865",84.9899,"32,800",23,2015,"아름동","3"
"2866",84.73,"47,700",3,2013,"어진동","4"
"2867",59.99,"13,300",12,1999,"조치원읍","6"
"2868",128.9491,"23,300",5,2008,"조치원읍","6"
"2869",84.99,"33,800",16,2015,"종촌동","1"
"2870",84.95,"32,000",8,2015,"종촌동","1"
"2871",74.98,"28,950",19,2015,"종촌동","1"
"2872",84.95,"31,750",2,2015,"종촌동","1"
"2873",84.9893,"36,000",5,2014,"종촌동","1"
"2874",59.9349,"26,800",4,2014,"종촌동","1"
"2875",84.9893,"35,900",7,2014,"종촌동","1"
"2876",84.9424,"34,900",3,2014,"종촌동","1"
"2877",84.924,"40,000",5,2014,"종촌동","1"
"2878",84.91,"35,500",3,2011,"한솔동","7"
"2879",119.86,"45,600",8,2011,"한솔동","7"
"2880",84.39,"33,500",3,2012,"한솔동","7"
"2881",84.9968,"32,000",2,2015,"고운동","2"
"2882",99.9434,"35,000",5,2015,"고운동","2"
"2883",84.986,"29,000",12,2015,"고운동","2"
"2884",45.26,"15,800",5,2015,"나성동","11"
"2885",84.945,"37,500",11,2015,"도담동","8"
"2886",59.9283,"40,233",11,2017,"새롬동","18"
"2887",74.5191,"32,000",17,2014,"아름동","3"
"2888",84.9837,"31,800",2,2014,"아름동","3"
"2889",49.29,"11,350",5,1999,"조치원읍","6"
"2890",74.98,"30,000",23,2015,"종촌동","1"
"2891",74.98,"29,800",21,2015,"종촌동","1"
"2892",84.94,"31,500",3,2015,"종촌동","1"
"2893",74.98,"28,800",17,2015,"종촌동","1"
"2894",84.9941,"40,800",22,2015,"종촌동","1"
"2895",84.815,"39,500",15,2013,"종촌동","1"
"2896",101.54,"35,000",9,2012,"한솔동","7"
"2897",43.008,"9,500",10,2000,"금남면","14"
"2898",84.969,"39,000",12,2015,"도담동","8"
"2899",84.928,"45,500",16,2014,"도담동","8"
"2900",96.1416,"38,200",23,2015,"아름동","3"
"2901",84.8568,"33,700",29,2014,"아름동","3"
"2902",84.73,"50,800",19,2013,"어진동","4"
"2903",59.999,"11,900",16,1996,"조치원읍","6"
"2904",84.95,"32,750",5,2015,"종촌동","1"
"2905",74.98,"28,800",6,2015,"종촌동","1"
"2906",84.9424,"39,400",18,2014,"종촌동","1"
"2907",114.14,"36,500",9,2012,"한솔동","7"
"2908",84.39,"37,800",7,2012,"한솔동","7"
"2909",59.9159,"28,000",15,2015,"고운동","2"
"2910",84.9895,"34,500",18,2015,"고운동","2"
"2911",84.606,"29,300",12,2015,"고운동","2"
"2912",74.77,"29,200",8,2015,"고운동","2"
"2913",74.77,"26,800",24,2015,"고운동","2"
"2914",59.8676,"17,900",12,2000,"금남면","14"
"2915",43.008,"9,500",13,2000,"금남면","14"
"2916",98.227,"65,000",9,2016,"소담동","13"
"2917",84.9375,"34,750",16,2013,"아름동","3"
"2918",39.97,"4,000",1,1991,"조치원읍","6"
"2919",126.6976,"23,500",10,2006,"조치원읍","6"
"2920",84.99,"34,150",18,2015,"종촌동","1"
"2921",74.98,"29,500",5,2015,"종촌동","1"
"2922",84.9424,"41,700",23,2014,"종촌동","1"
"2923",101.45,"36,500",2,2012,"한솔동","7"
"2924",59.1,"26,900",6,2012,"한솔동","7"
"2925",84.606,"29,000",7,2015,"고운동","2"
"2926",84.606,"31,000",27,2015,"고운동","2"
"2927",84.757,"45,000",7,2014,"도담동","8"
"2928",98.6414,"50,300",5,2017,"새롬동","18"
"2929",84.9779,"54,800",26,2016,"소담동","13"
"2930",84.9837,"32,500",9,2014,"아름동","3"
"2931",84.73,"50,000",8,2013,"어진동","4"
"2932",59.9,"9,800",3,1994,"조치원읍","6"
"2933",99.6514,"22,800",19,2013,"조치원읍","6"
"2934",84.9228,"21,200",4,2006,"조치원읍","6"
"2935",59.76,"9,000",19,1996,"조치원읍","6"
"2936",84.6641,"17,500",2,2008,"조치원읍","6"
"2937",74.98,"28,600",25,2015,"종촌동","1"
"2938",84.696,"41,700",16,2015,"종촌동","1"
"2939",84.91,"41,400",19,2011,"한솔동","7"
"2940",84.7,"28,300",8,2012,"한솔동","7"
"2941",84.11,"31,000",4,2012,"한솔동","7"
"2942",72.497,"25,500",4,2015,"고운동","2"
"2943",84.986,"31,800",10,2015,"고운동","2"
"2944",84.98,"42,700",4,2014,"도담동","8"
"2945",111.996,"80,000",23,2015,"도담동","8"
"2946",84.916,"47,300",17,2014,"도담동","8"
"2947",96.252,"35,100",2,2015,"아름동","3"
"2948",84.9837,"32,700",3,2014,"아름동","3"
"2949",84.9375,"31,500",30,2014,"아름동","3"
"2950",84.757,"35,500",12,2014,"아름동","3"
"2951",84.73,"54,000",17,2013,"어진동","4"
"2952",84.976,"21,350",6,2008,"조치원읍","6"
"2953",59.76,"9,400",10,1996,"조치원읍","6"
"2954",84.99,"35,000",26,2015,"종촌동","1"
"2955",106.76,"45,800",19,2014,"종촌동","1"
"2956",59.9383,"32,000",16,2014,"종촌동","1"
"2957",59.9474,"32,000",13,2014,"종촌동","1"
"2958",101.46,"35,200",25,2012,"한솔동","7"
"2959",101.45,"36,500",2,2012,"한솔동","7"
"2960",59.994,"23,800",11,2015,"고운동","2"
"2961",73.713,"28,400",13,2016,"고운동","2"
"2962",74.77,"27,800",10,2015,"고운동","2"
"2963",84.89,"30,000",14,2015,"고운동","2"
"2964",59.965,"31,900",12,2014,"도담동","8"
"2965",44.99,"22,000",1,2014,"도담동","8"
"2966",84.73,"49,900",4,2013,"어진동","4"
"2967",84.976,"19,750",3,2008,"조치원읍","6"
"2968",74.98,"30,000",15,2015,"종촌동","1"
"2969",74.94,"27,500",3,2015,"종촌동","1"
"2970",108.81,"54,500",18,2015,"종촌동","1"
"2971",108.81,"42,000",13,2015,"종촌동","1"
"2972",59.9474,"32,500",9,2014,"종촌동","1"
"2973",101.54,"32,800",3,2012,"한솔동","7"
"2974",114.16,"36,000",10,2012,"한솔동","7"
"2975",84.18,"27,800",1,2012,"한솔동","7"
"2976",84.9757,"32,700",7,2015,"고운동","2"
"2977",84.8788,"33,000",18,2015,"고운동","2"
"2978",84.8788,"37,000",14,2015,"고운동","2"
"2979",84.9895,"34,000",9,2015,"고운동","2"
"2980",84.606,"29,850",20,2015,"고운동","2"
"2981",59.655,"23,900",9,2015,"고운동","2"
"2982",84.6583,"33,200",22,2015,"고운동","2"
"2983",84.98,"28,700",2,2015,"고운동","2"
"2984",84.8809,"19,900",12,2007,"금남면","14"
"2985",84.8809,"19,000",8,2007,"금남면","14"
"2986",84.945,"35,800",4,2015,"도담동","8"
"2987",99.986,"60,000",22,2015,"도담동","8"
"2988",109.9692,"72,500",9,2016,"보람동","0"
"2989",99.9834,"34,000",4,2015,"아름동","3"
"2990",99.9834,"36,700",12,2015,"아름동","3"
"2991",84.9968,"35,000",23,2015,"아름동","3"
"2992",84.9968,"34,200",22,2015,"아름동","3"
"2993",84.914,"34,300",1,2015,"아름동","3"
"2994",84.8568,"33,400",3,2014,"아름동","3"
"2995",59.9,"10,300",14,1994,"조치원읍","6"
"2996",59.99,"13,600",8,1999,"조치원읍","6"
"2997",84.6682,"18,500",3,2008,"조치원읍","6"
"2998",74.98,"30,000",9,2015,"종촌동","1"
"2999",74.98,"29,700",18,2015,"종촌동","1"
"3000",59.9316,"27,400",1,2013,"종촌동","1"
"3001",108.81,"41,000",15,2015,"종촌동","1"
"3002",59.9383,"32,500",15,2014,"종촌동","1"
"3003",84.9424,"41,000",27,2014,"종촌동","1"
"3004",84.9424,"41,000",5,2014,"종촌동","1"
"3005",84.9424,"40,000",6,2014,"종촌동","1"
"3006",59.9383,"29,000",1,2014,"종촌동","1"
"3007",120.861,"54,100",13,2014,"종촌동","1"
"3008",84.663,"38,000",17,2014,"종촌동","1"
"3009",101.54,"35,800",7,2012,"한솔동","7"
"3010",84.08,"29,700",14,2012,"한솔동","7"
"3011",84.18,"32,000",23,2012,"한솔동","7"
"3012",101.7,"36,000",23,2012,"한솔동","7"
"3013",114.14,"40,000",9,2012,"한솔동","7"
"3014",84.9757,"30,900",1,2015,"고운동","2"
"3015",59.9964,"26,000",16,2015,"고운동","2"
"3016",84.9895,"33,000",15,2015,"고운동","2"
"3017",107.698,"33,900",2,2015,"고운동","2"
"3018",59.9853,"23,000",2,2014,"고운동","2"
"3019",59.9013,"29,000",22,2015,"고운동","2"
"3020",59.9013,"24,500",2,2015,"고운동","2"
"3021",84.98,"33,000",21,2015,"고운동","2"
"3022",84.9893,"34,900",5,2014,"고운동","2"
"3023",99.9834,"36,000",7,2015,"아름동","3"
"3024",84.9899,"34,500",6,2015,"아름동","3"
"3025",84.7067,"20,100",14,2013,"조치원읍","6"
"3026",84.976,"20,450",6,2008,"조치원읍","6"
"3027",74.98,"29,000",12,2015,"종촌동","1"
"3028",84.95,"34,000",17,2015,"종촌동","1"
"3029",84.994,"41,500",15,2014,"종촌동","1"
"3030",73.9816,"30,200",5,2015,"고운동","2"
"3031",84.9895,"33,000",12,2015,"고운동","2"
"3032",72.497,"27,100",8,2015,"고운동","2"
"3033",59.9853,"24,950",13,2014,"고운동","2"
"3034",74.77,"29,700",22,2015,"고운동","2"
"3035",84.841,"50,000",11,2014,"도담동","8"
"3036",84.9539,"32,800",16,2014,"아름동","3"
"3037",84.9539,"32,900",10,2014,"아름동","3"
"3038",101.9478,"42,000",5,2014,"아름동","3"
"3039",84.9837,"34,200",18,2014,"아름동","3"
"3040",84.9228,"17,800",4,2007,"조치원읍","6"
"3041",74.98,"30,000",9,2015,"종촌동","1"
"3042",74.98,"29,400",20,2015,"종촌동","1"
"3043",84.99,"32,250",3,2015,"종촌동","1"
"3044",84.95,"35,000",15,2015,"종촌동","1"
"3045",74.98,"29,000",16,2015,"종촌동","1"
"3046",84.994,"42,000",7,2014,"종촌동","1"
"3047",106.76,"47,700",28,2014,"종촌동","1"
"3048",84.9941,"43,000",22,2015,"종촌동","1"
"3049",108.81,"41,700",15,2015,"종촌동","1"
"3050",59.9383,"32,000",11,2014,"종촌동","1"
"3051",119.86,"42,500",2,2011,"한솔동","7"
"3052",114.16,"40,000",12,2012,"한솔동","7"
"3053",84.62,"30,100",4,2012,"한솔동","7"
"3054",84.08,"28,900",8,2012,"한솔동","7"
"3055",114.61,"45,500",8,2012,"한솔동","7"
"3056",84.9894,"39,000",14,2015,"고운동","2"
"3057",84.9894,"32,750",10,2015,"고운동","2"
"3058",84.606,"30,000",16,2015,"고운동","2"
"3059",59.465,"23,800",8,2015,"고운동","2"
"3060",59.965,"24,000",6,2014,"고운동","2"
"3061",84.8974,"31,900",14,2015,"고운동","2"
"3062",74.77,"27,000",24,2015,"고운동","2"
"3063",59.9973,"32,400",27,2015,"도담동","8"
"3064",84.98,"42,000",19,2014,"도담동","8"
"3065",97.994,"70,000",27,2016,"소담동","13"
"3066",84.9989,"52,700",9,2016,"소담동","13"
"3067",96.252,"35,800",1,2015,"아름동","3"
"3068",74.5191,"32,000",22,2014,"아름동","3"
"3069",84.9238,"37,000",25,2014,"아름동","3"
"3070",74.519,"32,500",7,2013,"아름동","3"
"3071",84.9238,"37,000",17,2013,"아름동","3"
"3072",84.8568,"36,800",12,2014,"아름동","3"
"3073",28.168,"4,000",3,2002,"조치원읍","6"
"3074",58.35,"4,800",2,1991,"조치원읍","6"
"3075",84.7067,"20,000",15,2013,"조치원읍","6"
"3076",59.76,"9,500",6,1996,"조치원읍","6"
"3077",84.99,"34,900",16,2015,"종촌동","1"
"3078",74.94,"28,000",4,2015,"종촌동","1"
"3079",108.81,"41,800",6,2015,"종촌동","1"
"3080",59.8652,"29,500",7,2014,"종촌동","1"
"3081",59.9474,"32,300",16,2014,"종촌동","1"
"3082",84.11,"32,000",7,2012,"한솔동","7"
"3083",101.45,"42,000",24,2012,"한솔동","7"
"3084",72.497,"28,000",11,2015,"고운동","2"
"3085",107.698,"38,500",4,2015,"고운동","2"
"3086",59.9058,"24,950",3,2015,"고운동","2"
"3087",59.9058,"24,800",15,2015,"고운동","2"
"3088",84.6583,"34,000",3,2015,"고운동","2"
"3089",74.77,"27,800",18,2015,"고운동","2"
"3090",84.9491,"34,500",10,2014,"고운동","2"
"3091",84.945,"39,500",8,2015,"도담동","8"
"3092",59.97,"32,000",8,2014,"도담동","8"
"3093",84.99,"40,500",3,2014,"도담동","8"
"3094",59.99,"33,000",7,2014,"도담동","8"
"3095",84.9837,"32,800",10,2014,"아름동","3"
"3096",99.9834,"34,000",3,2015,"아름동","3"
"3097",84.8568,"35,600",10,2014,"아름동","3"
"3098",84.73,"46,000",1,2013,"어진동","4"
"3099",49.277,"6,900",7,2001,"연동면","9"
"3100",79.626,"12,500",1,2002,"연서면","5"
"3101",28.168,"3,550",4,2002,"조치원읍","6"
"3102",125.7081,"26,500",11,2013,"조치원읍","6"
"3103",84.9941,"41,200",19,2015,"종촌동","1"
"3104",84.9941,"36,800",2,2015,"종촌동","1"
"3105",84.696,"37,000",9,2015,"종촌동","1"
"3106",59.9903,"29,200",12,2014,"종촌동","1"
"3107",59.9917,"24,300",3,2015,"고운동","2"
"3108",84.98,"31,500",10,2015,"고운동","2"
"3109",43.008,"9,600",11,2000,"금남면","14"
"3110",59.4,"6,800",6,1996,"소정면","17"
"3111",84.9238,"36,500",17,2013,"아름동","3"
"3112",84.9899,"34,000",11,2015,"아름동","3"
"3113",59.76,"9,300",13,1997,"전의면","15"
"3114",59.28,"7,500",2,1989,"조치원읍","6"
"3115",49.29,"10,700",2,1999,"조치원읍","6"
"3116",106.76,"48,000",29,2014,"종촌동","1"
"3117",84.7,"28,400",25,2012,"한솔동","7"
"3118",114.16,"37,000",8,2012,"한솔동","7"
"3119",101.45,"40,000",6,2012,"한솔동","7"
"3120",72.497,"25,700",4,2015,"고운동","2"
"3121",72.497,"25,500",2,2015,"고운동","2"
"3122",59.9907,"28,000",25,2016,"고운동","2"
"3123",59.9853,"25,000",13,2014,"고운동","2"
"3124",74.77,"31,000",20,2015,"고운동","2"
"3125",84.73,"43,500",1,2013,"어진동","4"
"3126",59.858,"8,000",1,2002,"연서면","5"
"3127",39.69,"6,550",4,1989,"조치원읍","6"
"3128",84.9228,"21,500",7,2006,"조치원읍","6"
"3129",126.6976,"23,900",11,2006,"조치원읍","6"
"3130",84.99,"33,500",5,2015,"종촌동","1"
"3131",101.54,"36,000",7,2012,"한솔동","7"
"3132",84.62,"33,900",6,2012,"한솔동","7"
"3133",84.11,"31,900",5,2012,"한솔동","7"
"3134",84.11,"32,800",10,2012,"한솔동","7"
"3135",84.9757,"30,500",18,2015,"고운동","2"
"3136",84.967,"34,500",11,2015,"고운동","2"
"3137",73.713,"28,400",11,2016,"고운동","2"
"3138",84.89,"29,500",7,2015,"고운동","2"
"3139",43.008,"9,000",15,2000,"금남면","14"
"3140",17.425,"8,000",9,2014,"어진동","4"
"3141",125.7081,"26,000",14,2013,"조치원읍","6"
"3142",84.7,"28,800",24,2012,"한솔동","7"
"3143",84.81,"31,000",3,2012,"한솔동","7"
"3144",84.986,"29,700",7,2015,"고운동","2"
"3145",74.77,"27,000",24,2015,"고운동","2"
"3146",59.9349,"25,800",4,2014,"고운동","2"
"3147",99.9834,"33,000",4,2015,"아름동","3"
"3148",84.8568,"33,500",10,2014,"아름동","3"
"3149",84.9424,"39,900",13,2014,"종촌동","1"
"3150",59.655,"24,900",6,2015,"고운동","2"
"3151",98.1866,"51,000",17,2017,"새롬동","18"
"3152",84.9899,"29,600",2,2015,"아름동","3"
"3153",59.64,"7,000",2,1991,"조치원읍","6"
"3154",59.99,"14,000",11,1999,"조치원읍","6"
"3155",84.976,"21,950",9,2008,"조치원읍","6"
"3156",21.6349,"10,000",6,2016,"보람동","0"
"3157",97.994,"67,000",5,2016,"소담동","13"
"3158",59.76,"8,700",1,1996,"조치원읍","6"
"3159",84.6641,"18,400",9,2008,"조치원읍","6"
"3160",59.999,"11,017",5,1996,"조치원읍","6"
"3161",106.76,"48,000",14,2014,"종촌동","1"
"3162",21.27,"9,995",4,2014,"도담동","8"
"3163",101.9478,"41,300",17,2014,"아름동","3"
"3164",120.6371,"20,700",12,2008,"조치원읍","6"
"3165",108.81,"38,000",8,2015,"종촌동","1"
"3166",84.9895,"31,000",3,2015,"고운동","2"
"3167",16.9849,"8,500",7,2016,"보람동","0"
"3168",17.5229,"8,500",7,2016,"보람동","0"
"3169",19.3525,"12,200",10,2014,"어진동","4"
"3170",152.785,"29,000",11,2013,"조치원읍","6"
"3171",84.8058,"19,000",9,2008,"조치원읍","6"
"3172",59.965,"24,200",7,2014,"고운동","2"
"3173",21.6349,"10,000",7,2016,"보람동","0"
"3174",84.9375,"31,500",4,2014,"아름동","3"
"3175",30.7568,"2,500",3,2000,"장군면","10"
"3176",28.3504,"2,350",3,2000,"장군면","10"
"3177",30.7568,"2,500",3,2000,"장군면","10"
"3178",30.7568,"2,500",3,2000,"장군면","10"
"3179",30.7568,"2,500",3,2000,"장군면","10"
"3180",30.7568,"2,500",3,2000,"장군면","10"
"3181",59.9159,"26,300",7,2015,"고운동","2"
"3182",23.455,"10,500",6,2015,"어진동","4"
"3183",78.24,"11,500",3,1989,"조치원읍","6"
"3184",39.69,"4,700",5,1989,"조치원읍","6"
"3185",99.6514,"23,500",11,2013,"조치원읍","6"
"3186",84.9228,"16,500",2,2006,"조치원읍","6"
"3187",84.974,"23,300",10,2008,"조치원읍","6"
"3188",84.6641,"17,850",13,2008,"조치원읍","6"
"3189",119.86,"42,500",3,2011,"한솔동","7"
"3190",59.1,"26,000",2,2012,"한솔동","7"
"3191",84.986,"29,500",8,2015,"고운동","2"
"3192",84.969,"37,000",10,2015,"도담동","8"
"3193",84.9783,"46,500",23,2017,"도담동","8"
"3194",84.9899,"32,000",22,2015,"아름동","3"
"3195",84.8568,"35,000",20,2014,"아름동","3"
"3196",49.277,"7,000",8,2001,"연동면","9"
"3197",39.97,"6,000",4,1991,"조치원읍","6"
"3198",39.97,"3,200",5,1991,"조치원읍","6"
"3199",84.6641,"19,400",12,2008,"조치원읍","6"
"3200",74.98,"28,900",6,2015,"종촌동","1"
"3201",84.8809,"19,200",3,2007,"금남면","14"
"3202",74.519,"31,700",13,2013,"아름동","3"
"3203",118.198,"26,800",7,2008,"조치원읍","6"
"3204",84.6641,"17,100",3,2008,"조치원읍","6"
"3205",33.29,"12,100",7,2015,"나성동","11"
"3206",84.757,"32,800",4,2014,"아름동","3"
"3207",84.7067,"20,300",18,2013,"조치원읍","6"
"3208",125.7081,"26,800",20,2013,"조치원읍","6"
"3209",84.6641,"18,400",2,2008,"조치원읍","6"
"3210",72.497,"25,000",12,2015,"고운동","2"
"3211",107.698,"35,900",1,2015,"고운동","2"
"3212",18.3,"9,100",5,2014,"도담동","8"
"3213",84.9238,"35,000",8,2014,"아름동","3"
"3214",19.3525,"12,200",12,2014,"어진동","4"
"3215",59.858,"12,000",8,2001,"연동면","9"
"3216",59.28,"9,000",8,1989,"조치원읍","6"
"3217",125.7081,"27,000",20,2013,"조치원읍","6"
"3218",84.9228,"22,000",10,2006,"조치원읍","6"
"3219",84.9228,"21,800",7,2006,"조치원읍","6"
"3220",74.98,"28,300",24,2015,"종촌동","1"
"3221",114.6,"44,700",10,2012,"한솔동","7"
"3222",99.9576,"33,000",28,2015,"아름동","3"
"3223",49.277,"7,000",9,2001,"연동면","9"
"3224",49.277,"7,000",9,2001,"연동면","9"
"3225",59.9383,"29,500",5,2014,"종촌동","1"
"3226",84.91,"40,000",18,2011,"한솔동","7"
"3227",84.606,"30,000",21,2015,"고운동","2"
"3228",84.8809,"19,400",7,2007,"금남면","14"
"3229",84.945,"30,500",12,2015,"도담동","8"
"3230",84.9238,"35,800",26,2014,"아름동","3"
"3231",18.0325,"11,900",14,2014,"어진동","4"
"3232",84.84,"16,500",20,1999,"조치원읍","6"
"3233",84.7,"29,200",7,2012,"한솔동","7"
"3234",84.976,"20,000",10,2008,"조치원읍","6"
"3235",74.98,"28,300",5,2015,"종촌동","1"
"3236",84.39,"37,250",13,2012,"한솔동","7"
"3237",84.98,"33,000",23,2015,"고운동","2"
"3238",109.9244,"87,000",24,2016,"소담동","13"
"3239",96.252,"36,000",1,2015,"아름동","3"
"3240",83.256,"13,000",7,2003,"조치원읍","6"
"3241",126.6976,"22,900",5,2006,"조치원읍","6"
"3242",59.76,"9,000",10,1994,"조치원읍","6"
"3243",59.999,"12,500",7,1996,"조치원읍","6"
"3244",84.9941,"37,500",2,2015,"종촌동","1"
"3245",59.614,"29,800",7,2013,"종촌동","1"
"3246",19.1676,"9,400",4,2014,"도담동","8"
"3247",39.3,"6,000",2,1989,"조치원읍","6"
"3248",28.168,"3,900",5,2002,"조치원읍","6"
"3249",84.7067,"19,350",6,2013,"조치원읍","6"
"3250",59.99,"13,400",18,1999,"조치원읍","6"
"3251",74.98,"29,000",13,2015,"종촌동","1"
"3252",84.96,"38,500",6,2011,"한솔동","7"
"3253",59.655,"23,500",10,2015,"고운동","2"
"3254",59.965,"29,500",5,2014,"도담동","8"
"3255",21.713,"10,560",7,2015,"어진동","4"
"3256",59.99,"14,000",18,1999,"조치원읍","6"
"3257",84.696,"37,900",17,2015,"종촌동","1"
"3258",72.497,"27,500",13,2015,"고운동","2"
"3259",84.9735,"51,900",16,2017,"새롬동","18"
"3260",49.277,"7,000",5,2001,"연동면","9"
"3261",101.31,"16,500",17,1996,"조치원읍","6"
"3262",74.98,"28,500",12,2015,"종촌동","1"
"3263",74.98,"28,600",20,2015,"종촌동","1"
"3264",84.98,"30,800",13,2015,"고운동","2"
"3265",84.941,"45,000",11,2014,"도담동","8"
"3266",84.9375,"31,500",5,2014,"아름동","3"
"3267",22.465,"9,800",7,2015,"어진동","4"
"3268",59.76,"10,000",7,1996,"조치원읍","6"
"3269",84.99,"16,000",7,1996,"조치원읍","6"
"3270",84.7,"28,450",26,2012,"한솔동","7"
"3271",84.9539,"36,850",26,2014,"아름동","3"
"3272",59.82,"39,000",22,2013,"어진동","4"
"3273",152.785,"26,000",2,2013,"조치원읍","6"
"3274",43.008,"9,290",3,2000,"금남면","14"
"3275",84.9032,"48,000",15,2017,"새롬동","18"
"3276",84.9228,"21,700",10,2006,"조치원읍","6"
"3277",59.76,"9,900",6,1996,"조치원읍","6"
"3278",59.614,"33,000",12,2013,"종촌동","1"
"3279",59.9316,"29,000",13,2013,"종촌동","1"
"3280",96.31,"50,000",24,2014,"종촌동","1"
"3281",84.9895,"31,000",5,2015,"고운동","2"
"3282",35.193,"12,600",8,2014,"나성동","11"
"3283",19.1676,"9,300",4,2014,"도담동","8"
"3284",96.252,"35,600",1,2015,"아름동","3"
"3285",99.9834,"37,500",22,2015,"아름동","3"
"3286",39.3,"5,900",4,1989,"조치원읍","6"
"3287",151.659,"28,100",5,2008,"조치원읍","6"
"3288",74.94,"28,200",8,2015,"종촌동","1"
"3289",84.95,"33,500",20,2015,"종촌동","1"
"3290",74.98,"29,300",18,2015,"종촌동","1"
"3291",59.9383,"29,500",16,2014,"종촌동","1"
"3292",59.9474,"28,300",12,2014,"종촌동","1"
"3293",84.7,"29,300",23,2012,"한솔동","7"
"3294",99.9434,"31,400",1,2015,"고운동","2"
"3295",84.986,"31,400",8,2015,"고운동","2"
"3296",109.9244,"68,000",3,2016,"소담동","13"
"3297",59.4,"6,500",8,1996,"소정면","17"
"3298",83.256,"13,500",9,2003,"조치원읍","6"
"3299",84.9228,"17,900",3,2006,"조치원읍","6"
"3300",102.96,"45,000",7,2011,"한솔동","7"
"3301",59.9159,"26,400",4,2015,"고운동","2"
"3302",72.497,"25,900",4,2015,"고운동","2"
"3303",43.008,"9,800",9,2000,"금남면","14"
"3304",84.99,"50,300",4,2013,"어진동","4"
"3305",176.343,"34,500",5,2008,"조치원읍","6"
"3306",104.9044,"19,900",2,2007,"조치원읍","6"
"3307",84.98,"29,300",1,2015,"고운동","2"
"3308",59.8808,"30,000",21,2015,"도담동","8"
"3309",99.9834,"36,500",13,2015,"아름동","3"
"3310",84.6641,"18,500",2,2008,"조치원읍","6"
"3311",59.999,"12,000",17,1996,"조치원읍","6"
"3312",84.99,"14,500",9,1996,"조치원읍","6"
"3313",74.98,"28,600",6,2015,"종촌동","1"
"3314",119.86,"46,500",14,2011,"한솔동","7"
"3315",119.78,"41,900",1,2011,"한솔동","7"
"3316",84.08,"28,450",5,2012,"한솔동","7"
"3317",84.986,"28,800",1,2015,"고운동","2"
"3318",59.9907,"25,400",17,2016,"고운동","2"
"3319",74.77,"27,900",14,2015,"고운동","2"
"3320",28.168,"3,500",6,2002,"조치원읍","6"
"3321",125.7081,"23,000",1,2013,"조치원읍","6"
