"","전용면적...","거래금액.만원.","층","건축년도","동네","동내"
"1",16.9849,"8,600",7,2016,"보람동","0"
"2",59.8652,"27,300",7,2014,"종촌동","1"
"3",84.9894,"32,000",3,2015,"고운동","2"
"4",84.98,"30,500",20,2015,"고운동","2"
"5",84.928,"31,300",6,2014,"아름동","3"
"6",17.425,"7,600",4,2014,"어진동","4"
"7",59.858,"9,400",5,2002,"연서면","5"
"8",84.7067,"19,000",11,2013,"조치원읍","6"
"9",84.9228,"13,000",8,2006,"조치원읍","6"
"10",128.9491,"22,500",8,2008,"조치원읍","6"
"11",84.6682,"19,850",4,2008,"조치원읍","6"
"12",59.83,"25,000",4,2011,"한솔동","7"
"13",59.9383,"28,900",19,2014,"종촌동","1"
"14",101.9478,"39,500",8,2014,"아름동","3"
"15",99.6514,"21,400",7,2013,"조치원읍","6"
"16",84.9228,"18,300",2,2006,"조치원읍","6"
"17",118.198,"23,900",1,2008,"조치원읍","6"
"18",130.2173,"21,000",4,2008,"조치원읍","6"
"19",101.46,"36,700",20,2012,"한솔동","7"
"20",49.29,"11,000",19,1999,"조치원읍","6"
"21",59.9383,"27,300",8,2014,"종촌동","1"
"22",59.9973,"29,300",25,2015,"도담동","8"
"23",59.9973,"30,000",12,2015,"도담동","8"
"24",99.986,"50,000",13,2015,"도담동","8"
"25",99.9834,"34,000",8,2015,"아름동","3"
"26",84.757,"31,000",1,2014,"아름동","3"
"27",41.328,"5,000",8,2001,"연동면","9"
"28",28.2616,"2,000",4,2002,"장군면","10"
"29",59.76,"9,200",3,1996,"조치원읍","6"
"30",59.76,"9,200",3,1996,"조치원읍","6"
"31",84.6641,"18,500",6,2008,"조치원읍","6"
"32",84.96,"32,700",6,2011,"한솔동","7"
"33",72.497,"24,500",2,2015,"고운동","2"
"34",35.193,"12,900",7,2014,"나성동","11"
"35",84.857,"35,700",11,2014,"도담동","8"
"36",84.857,"36,000",21,2014,"도담동","8"
"37",84.914,"35,000",16,2015,"아름동","3"
"38",84.8568,"31,000",16,2014,"아름동","3"
"39",99.6514,"19,900",3,2013,"조치원읍","6"
"40",84.6641,"18,800",8,2008,"조치원읍","6"
"41",84.6641,"16,800",1,2008,"조치원읍","6"
"42",84.994,"36,500",13,2014,"종촌동","1"
"43",84.9941,"37,000",26,2015,"종촌동","1"
"44",17.834,"9,500",9,2014,"어진동","4"
"45",83.256,"13,300",6,2003,"조치원읍","6"
"46",84.9424,"36,000",13,2014,"종촌동","1"
"47",59.9159,"25,100",7,2015,"고운동","2"
"48",99.9434,"32,250",3,2015,"고운동","2"
"49",49.77,"7,900",7,1994,"부강면","12"
"50",59.4,"4,000",1,1988,"부강면","12"
"51",74.5191,"29,000",9,2014,"아름동","3"
"52",74.5191,"29,500",18,2014,"아름동","3"
"53",110.59,"61,500",16,2013,"어진동","4"
"54",49.277,"6,200",7,2001,"연동면","9"
"55",84.98,"13,400",11,1996,"조치원읍","6"
"56",84.99,"14,500",8,1996,"조치원읍","6"
"57",84.9941,"36,500",7,2015,"종촌동","1"
"58",84.9424,"32,400",2,2014,"종촌동","1"
"59",59.9383,"26,400",2,2014,"종촌동","1"
"60",84.757,"37,000",3,2014,"도담동","8"
"61",59.82,"7,900",7,1992,"부강면","12"
"62",84.9779,"36,400",5,2016,"소담동","13"
"63",31.758,"4,200",5,2001,"연동면","9"
"64",28.2616,"1,800",4,2002,"장군면","10"
"65",28.2616,"1,800",4,2002,"장군면","10"
"66",28.2616,"1,800",4,2002,"장군면","10"
"67",28.2616,"1,800",4,2002,"장군면","10"
"68",28.2616,"1,800",4,2002,"장군면","10"
"69",39.69,"6,500",3,1989,"조치원읍","6"
"70",84.62,"29,900",4,2012,"한솔동","7"
"71",74.77,"26,300",11,2015,"고운동","2"
"72",84.96,"32,000",22,2014,"도담동","8"
"73",110.59,"57,800",11,2013,"어진동","4"
"74",17.834,"9,500",3,2014,"어진동","4"
"75",84.974,"22,100",14,2008,"조치원읍","6"
"76",84.96,"29,900",3,2011,"한솔동","7"
"77",74.77,"26,350",11,2015,"고운동","2"
"78",84.857,"34,500",9,2014,"도담동","8"
"79",84.6641,"16,900",1,2008,"조치원읍","6"
"80",84.6682,"19,400",15,2008,"조치원읍","6"
"81",59.9383,"25,000",3,2014,"종촌동","1"
"82",84.18,"30,500",12,2012,"한솔동","7"
"83",84.967,"31,800",4,2015,"고운동","2"
"84",84.8809,"15,600",1,2007,"금남면","14"
"85",59.9853,"27,700",10,2014,"도담동","8"
"86",118.198,"24,600",4,2008,"조치원읍","6"
"87",59.76,"9,200",5,1996,"조치원읍","6"
"88",84.8375,"18,200",15,2008,"조치원읍","6"
"89",84.6641,"19,000",2,2008,"조치원읍","6"
"90",84.994,"36,000",19,2014,"종촌동","1"
"91",84.9941,"37,500",22,2015,"종촌동","1"
"92",84.9365,"36,200",11,2014,"종촌동","1"
"93",84.9893,"30,000",1,2014,"종촌동","1"
"94",102.63,"33,000",4,2011,"한솔동","7"
"95",84.11,"31,600",24,2012,"한솔동","7"
"96",84.8788,"32,500",21,2015,"고운동","2"
"97",74.77,"27,700",16,2015,"고운동","2"
"98",59.8676,"15,700",5,2000,"금남면","14"
"99",43.008,"9,050",12,2000,"금남면","14"
"100",84.9899,"28,950",1,2015,"아름동","3"
"101",28.168,"3,550",12,2002,"조치원읍","6"
"102",84.976,"19,400",12,2008,"조치원읍","6"
"103",84.976,"20,200",9,2008,"조치원읍","6"
"104",59.999,"13,200",9,1996,"조치원읍","6"
"105",84.815,"35,200",10,2013,"종촌동","1"
"106",59.9316,"27,000",11,2013,"종촌동","1"
"107",59.614,"26,900",14,2013,"종촌동","1"
"108",59.614,"25,500",9,2013,"종촌동","1"
"109",59.9383,"24,500",2,2014,"종촌동","1"
"110",84.986,"29,000",10,2015,"고운동","2"
"111",39.97,"4,800",1,1991,"조치원읍","6"
"112",99.6514,"21,000",4,2013,"조치원읍","6"
"113",84.9228,"20,700",11,2006,"조치원읍","6"
"114",84.991,"35,000",9,2014,"종촌동","1"
"115",84.9941,"33,000",4,2015,"종촌동","1"
"116",59.9383,"27,500",9,2014,"종촌동","1"
"117",84.81,"35,800",3,2011,"한솔동","7"
"118",102.84,"42,400",5,2011,"한솔동","7"
"119",59.8652,"23,500",3,2014,"고운동","2"
"120",84.8809,"16,000",5,2007,"금남면","14"
"121",43.008,"9,100",8,2000,"금남면","14"
"122",24.385,"12,000",8,2015,"나성동","11"
"123",49.77,"7,300",2,1994,"부강면","12"
"124",59.858,"8,500",6,2002,"연서면","5"
"125",84.7067,"19,400",10,2013,"조치원읍","6"
"126",125.7081,"24,500",13,2013,"조치원읍","6"
"127",84.974,"22,300",7,2008,"조치원읍","6"
"128",84.9911,"36,000",13,2015,"종촌동","1"
"129",107.698,"35,000",9,2015,"고운동","2"
"130",59.9973,"27,700",7,2015,"도담동","8"
"131",84.857,"35,300",22,2014,"도담동","8"
"132",19.3525,"11,400",10,2014,"어진동","4"
"133",59.7,"9,000",3,1992,"전의면","15"
"134",125.7081,"23,900",3,2013,"조치원읍","6"
"135",59.99,"12,500",11,1999,"조치원읍","6"
"136",59.76,"9,200",4,1996,"조치원읍","6"
"137",84.815,"36,000",15,2013,"종촌동","1"
"138",84.91,"31,300",2,2011,"한솔동","7"
"139",84.08,"28,500",18,2012,"한솔동","7"
"140",59.1,"25,900",8,2012,"한솔동","7"
"141",114.61,"42,750",5,2012,"한솔동","7"
"142",28.007,"8,900",4,2013,"나성동","11"
"143",19.1676,"8,750",7,2014,"도담동","8"
"144",84.757,"38,000",5,2014,"도담동","8"
"145",59.9789,"24,500",4,2015,"아름동","3"
"146",39.69,"5,500",3,1989,"조치원읍","6"
"147",84.974,"22,500",15,2008,"조치원읍","6"
"148",84.6641,"19,400",12,2008,"조치원읍","6"
"149",59.9383,"28,400",9,2014,"종촌동","1"
"150",84.91,"33,800",11,2011,"한솔동","7"
"151",84.62,"29,500",3,2012,"한솔동","7"
"152",59.655,"23,000",11,2015,"고운동","2"
"153",45.15,"14,700",5,2015,"나성동","11"
"154",96.252,"34,800",3,2015,"아름동","3"
"155",59.9853,"27,900",12,2014,"도담동","8"
"156",84.757,"40,900",25,2014,"도담동","8"
"157",95.804,"50,500",27,2015,"도담동","8"
"158",84.916,"41,500",7,2014,"도담동","8"
"159",84.9779,"39,282",24,2016,"소담동","13"
"160",96.1416,"34,300",2,2015,"아름동","3"
"161",83.256,"13,000",8,2003,"조치원읍","6"
"162",49.29,"11,200",8,1999,"조치원읍","6"
"163",59.76,"9,300",1,1996,"조치원읍","6"
"164",59.9383,"28,300",8,2014,"종촌동","1"
"165",119.77,"45,800",22,2011,"한솔동","7"
"166",84.9893,"32,700",9,2014,"고운동","2"
"167",59.8652,"25,000",6,2014,"고운동","2"
"168",43.008,"9,200",5,2000,"금남면","14"
"169",59.9853,"27,700",8,2014,"도담동","8"
"170",97.994,"49,000",13,2016,"소담동","13"
"171",84.928,"31,300",13,2014,"아름동","3"
"172",65.78,"10,300",3,2003,"조치원읍","6"
"173",59.64,"6,700",4,1991,"조치원읍","6"
"174",39.97,"4,050",4,1991,"조치원읍","6"
"175",39.97,"4,800",2,1991,"조치원읍","6"
"176",84.84,"15,800",19,1999,"조치원읍","6"
"177",84.6641,"19,500",9,2008,"조치원읍","6"
"178",84.9915,"34,800",5,2013,"종촌동","1"
"179",59.9383,"28,300",12,2014,"종촌동","1"
"180",84.7,"26,200",4,2012,"한솔동","7"
"181",41.328,"4,900",8,2001,"연동면","9"
"182",39.69,"5,800",3,1989,"조치원읍","6"
"183",84.976,"18,300",2,2008,"조치원읍","6"
"184",151.659,"28,000",4,2008,"조치원읍","6"
"185",84.7,"28,500",26,2012,"한솔동","7"
"186",84.62,"28,700",9,2012,"한솔동","7"
"187",84.08,"28,450",9,2012,"한솔동","7"
"188",59.994,"23,600",8,2015,"고운동","2"
"189",26.984,"9,970",4,2014,"도담동","8"
"190",26.984,"9,850",3,2014,"도담동","8"
"191",84.9539,"29,000",4,2014,"아름동","3"
"192",84.9539,"30,400",9,2014,"아름동","3"
"193",84.757,"31,800",4,2014,"아름동","3"
"194",41.328,"4,500",7,2001,"연동면","9"
"195",103.2294,"22,400",7,2013,"조치원읍","6"
"196",84.9228,"17,000",4,2006,"조치원읍","6"
"197",59.999,"13,600",6,1996,"조치원읍","6"
"198",119.59,"52,600",15,2011,"한솔동","7"
"199",23.2849,"11,020",7,2016,"나성동","11"
"200",18.0325,"11,000",14,2014,"어진동","4"
"201",19.3525,"11,200",13,2014,"어진동","4"
"202",49.41,"6,000",2,1994,"전동면","16"
"203",125.7081,"26,200",11,2013,"조치원읍","6"
"204",84.728,"18,500",6,2008,"조치원읍","6"
"205",128.9491,"22,900",2,2008,"조치원읍","6"
"206",84.6641,"18,250",8,2008,"조치원읍","6"
"207",108.81,"38,800",6,2015,"종촌동","1"
"208",59.61,"25,300",3,2011,"한솔동","7"
"209",119.86,"43,000",21,2011,"한솔동","7"
"210",84.08,"28,000",7,2012,"한솔동","7"
"211",74.77,"25,700",5,2015,"고운동","2"
"212",43.008,"9,200",9,2000,"금남면","14"
"213",59.9973,"28,900",24,2015,"도담동","8"
"214",44.99,"21,500",2,2014,"도담동","8"
"215",97.994,"40,800",7,2016,"소담동","13"
"216",59.9789,"26,000",16,2015,"아름동","3"
"217",118.198,"27,000",14,2008,"조치원읍","6"
"218",59.76,"9,400",4,1996,"조치원읍","6"
"219",84.6641,"19,400",13,2008,"조치원읍","6"
"220",84.6641,"17,700",3,2008,"조치원읍","6"
"221",84.99,"15,500",23,1996,"조치원읍","6"
"222",74.98,"27,600",4,2015,"종촌동","1"
"223",84.9941,"37,500",26,2015,"종촌동","1"
"224",59.9474,"26,400",5,2014,"종촌동","1"
"225",59.9383,"24,000",2,2014,"종촌동","1"
"226",84.18,"28,000",25,2012,"한솔동","7"
"227",101.45,"39,000",22,2012,"한솔동","7"
"228",84.9893,"31,800",5,2014,"고운동","2"
"229",43.008,"8,750",6,2000,"금남면","14"
"230",99.986,"52,000",17,2015,"도담동","8"
"231",84.8568,"31,400",8,2014,"아름동","3"
"232",84.73,"38,500",3,2013,"어진동","4"
"233",30.7568,"2,500",1,2000,"장군면","10"
"234",84.62,"31,000",11,2012,"한솔동","7"
"235",84.08,"28,400",12,2012,"한솔동","7"
"236",114.24,"63,000",29,2012,"한솔동","7"
"237",84.99,"34,000",28,2015,"종촌동","1"
"238",49.277,"6,150",1,2001,"연동면","9"
"239",59.8652,"27,700",10,2014,"종촌동","1"
"240",102.63,"36,000",25,2011,"한솔동","7"
"241",84.11,"28,850",1,2012,"한솔동","7"
"242",59.9964,"23,500",22,2015,"고운동","2"
"243",43.008,"9,300",10,2000,"금남면","14"
"244",84.969,"28,800",1,2015,"도담동","8"
"245",84.9837,"28,700",1,2013,"아름동","3"
"246",17.834,"9,100",3,2014,"어진동","4"
"247",84.94,"10,000",13,1994,"조치원읍","6"
"248",47.01,"7,000",3,1989,"조치원읍","6"
"249",84.7067,"19,500",9,2013,"조치원읍","6"
"250",126.6976,"24,000",6,2006,"조치원읍","6"
"251",104.9044,"22,900",6,2006,"조치원읍","6"
"252",144.2557,"26,680",11,2006,"조치원읍","6"
"253",84.8058,"18,800",8,2008,"조치원읍","6"
"254",59.76,"9,600",13,1996,"조치원읍","6"
"255",84.6641,"17,500",2,2008,"조치원읍","6"
"256",84.91,"30,400",4,2011,"한솔동","7"
"257",84.7,"33,500",16,2012,"한솔동","7"
"258",84.89,"27,800",22,2015,"고운동","2"
"259",84.8768,"19,000",2,2007,"금남면","14"
"260",35.193,"12,900",8,2014,"나성동","11"
"261",95.804,"44,700",6,2015,"도담동","8"
"262",99.9834,"34,000",16,2015,"아름동","3"
"263",17.425,"8,400",2,2014,"어진동","4"
"264",49.41,"4,900",1,1994,"전동면","16"
"265",28.168,"3,700",2,2002,"조치원읍","6"
"266",28.168,"3,800",11,2002,"조치원읍","6"
"267",104.9044,"22,800",7,2006,"조치원읍","6"
"268",59.999,"11,000",6,1996,"조치원읍","6"
"269",96.31,"39,500",8,2014,"종촌동","1"
"270",84.7,"27,000",24,2012,"한솔동","7"
"271",114.19,"35,000",8,2012,"한솔동","7"
"272",79.5988,"27,500",4,2014,"고운동","2"
"273",96.252,"46,800",14,2015,"아름동","3"
"274",84.9539,"31,500",20,2014,"아름동","3"
"275",39.3,"5,900",2,1989,"조치원읍","6"
"276",39.97,"6,300",2,1991,"조치원읍","6"
"277",84.976,"18,900",5,2008,"조치원읍","6"
"278",59.61,"24,000",3,2011,"한솔동","7"
"279",59.9964,"25,500",12,2015,"고운동","2"
"280",59.9058,"23,500",4,2015,"고운동","2"
"281",74.77,"25,900",15,2015,"고운동","2"
"282",43.008,"9,750",7,2000,"금남면","14"
"283",43.008,"9,000",3,2000,"금남면","14"
"284",43.008,"9,300",9,2000,"금남면","14"
"285",19.62,"9,150",5,2014,"도담동","8"
"286",59.97,"30,000",11,2014,"도담동","8"
"287",59.28,"9,000",6,1989,"조치원읍","6"
"288",99.6514,"20,500",1,2013,"조치원읍","6"
"289",84.3869,"21,000",3,2013,"조치원읍","6"
"290",144.2557,"24,000",3,2006,"조치원읍","6"
"291",74.98,"27,900",13,2015,"종촌동","1"
"292",84.95,"30,000",23,2015,"종촌동","1"
"293",59.9383,"28,500",18,2014,"종촌동","1"
"294",84.9424,"35,200",7,2014,"종촌동","1"
"295",59.9474,"26,000",5,2014,"종촌동","1"
"296",84.663,"32,400",27,2014,"종촌동","1"
"297",102.63,"33,000",4,2011,"한솔동","7"
"298",59.89,"25,800",1,2011,"한솔동","7"
"299",59.1,"24,500",7,2012,"한솔동","7"
"300",21.59,"10,000",6,2015,"나성동","11"
"301",84.857,"34,500",7,2014,"도담동","8"
"302",84.857,"34,400",11,2014,"도담동","8"
"303",19.3525,"11,500",13,2014,"어진동","4"
"304",39.97,"5,550",2,1991,"조치원읍","6"
"305",125.7081,"24,600",14,2013,"조치원읍","6"
"306",84.9911,"37,000",22,2015,"종촌동","1"
"307",84.9989,"37,000",18,2016,"소담동","13"
"308",58.35,"7,950",2,1991,"조치원읍","6"
"309",84.93,"11,400",4,1991,"조치원읍","6"
"310",108.3993,"47,700",13,2014,"종촌동","1"
"311",59.9383,"29,000",18,2014,"종촌동","1"
"312",114.16,"35,000",2,2012,"한솔동","7"
"313",84.11,"28,500",2,2012,"한솔동","7"
"314",84.18,"31,000",25,2012,"한솔동","7"
"315",114.14,"37,000",9,2012,"한솔동","7"
"316",84.986,"29,850",4,2015,"고운동","2"
"317",49.277,"6,850",9,2001,"연동면","9"
"318",83.256,"13,100",3,2003,"조치원읍","6"
"319",83.256,"12,200",15,2003,"조치원읍","6"
"320",84.7067,"19,500",5,2013,"조치원읍","6"
"321",84.84,"16,700",17,1999,"조치원읍","6"
"322",128.9491,"23,300",13,2008,"조치원읍","6"
"323",59.999,"10,750",1,1996,"조치원읍","6"
"324",106.635,"65,000",23,2015,"도담동","8"
"325",49.41,"5,700",2,1994,"전동면","16"
"326",50.21,"7,350",2,2001,"전의면","15"
"327",45.57,"6,800",3,2001,"전의면","15"
"328",28.168,"3,550",11,2002,"조치원읍","6"
"329",28.168,"3,550",10,2002,"조치원읍","6"
"330",84.93,"11,500",14,1991,"조치원읍","6"
"331",59.999,"13,600",19,1996,"조치원읍","6"
"332",84.11,"30,500",8,2012,"한솔동","7"
"333",114.84,"43,000",14,2012,"한솔동","7"
"334",59.97,"29,800",21,2014,"도담동","8"
"335",99.9834,"32,000",19,2015,"아름동","3"
"336",84.99,"52,500",11,2013,"어진동","4"
"337",39.3,"5,800",5,1989,"조치원읍","6"
"338",84.98,"13,000",13,1996,"조치원읍","6"
"339",84.815,"36,900",10,2013,"종촌동","1"
"340",84.87,"31,900",7,2011,"한솔동","7"
"341",59.9159,"22,000",3,2015,"고운동","2"
"342",43.008,"9,200",6,2000,"금남면","14"
"343",28.452,"9,000",3,2013,"나성동","11"
"344",29.8957,"12,700",5,2015,"나성동","11"
"345",17.805,"9,000",7,2014,"도담동","8"
"346",84.9727,"34,000",14,2013,"아름동","3"
"347",84.73,"50,400",13,2013,"어진동","4"
"348",46.68,"7,000",1,1989,"조치원읍","6"
"349",84.6641,"19,500",11,2008,"조치원읍","6"
"350",59.999,"13,000",18,1996,"조치원읍","6"
"351",84.994,"35,700",19,2014,"종촌동","1"
"352",59.9907,"26,000",25,2016,"고운동","2"
"353",43.008,"9,500",13,2000,"금남면","14"
"354",84.9779,"40,000",13,2016,"소담동","13"
"355",84.9238,"30,500",1,2014,"아름동","3"
"356",84.9539,"31,000",20,2014,"아름동","3"
"357",59.99,"11,100",20,1999,"조치원읍","6"
"358",59.99,"11,300",2,1999,"조치원읍","6"
"359",49.29,"12,000",17,1999,"조치원읍","6"
"360",84.9228,"18,500",9,2006,"조치원읍","6"
"361",84.976,"19,200",16,2008,"조치원읍","6"
"362",84.728,"18,100",4,2008,"조치원읍","6"
"363",84.8058,"18,000",1,2008,"조치원읍","6"
"364",59.76,"9,400",12,1996,"조치원읍","6"
"365",84.6641,"19,700",9,2008,"조치원읍","6"
"366",114.84,"53,500",11,2012,"한솔동","7"
"367",74.77,"26,300",9,2015,"고운동","2"
"368",43.008,"9,250",11,2000,"금남면","14"
"369",20.5238,"11,800",6,2015,"나성동","11"
"370",84.9727,"34,500",13,2014,"아름동","3"
"371",130.2173,"23,000",11,2008,"조치원읍","6"
"372",128.9491,"21,700",1,2008,"조치원읍","6"
"373",84.9941,"37,500",25,2015,"종촌동","1"
"374",108.81,"38,800",4,2015,"종촌동","1"
"375",84.9893,"35,200",10,2014,"종촌동","1"
"376",84.96,"30,000",2,2011,"한솔동","7"
"377",84.7,"27,800",26,2012,"한솔동","7"
"378",101.45,"42,000",14,2012,"한솔동","7"
"379",74.77,"25,150",2,2015,"고운동","2"
"380",84.8809,"16,500",6,2007,"금남면","14"
"381",26.984,"11,300",8,2014,"도담동","8"
"382",59.82,"8,100",4,1992,"부강면","12"
"383",49.277,"6,750",8,2001,"연동면","9"
"384",39.97,"4,500",4,1991,"조치원읍","6"
"385",84.976,"19,450",8,2008,"조치원읍","6"
"386",84.6641,"18,200",4,2008,"조치원읍","6"
"387",59.999,"12,200",7,1996,"조치원읍","6"
"388",106.76,"42,800",7,2014,"종촌동","1"
"389",84.8788,"29,700",8,2015,"고운동","2"
"390",74.77,"25,500",4,2015,"고운동","2"
"391",84.8809,"17,550",4,2007,"금남면","14"
"392",59.965,"27,150",17,2014,"도담동","8"
"393",98.227,"47,500",9,2016,"소담동","13"
"394",84.9837,"29,000",18,2014,"아름동","3"
"395",19.3525,"11,200",8,2014,"어진동","4"
"396",84.99,"12,500",5,1992,"조치원읍","6"
"397",46.68,"6,800",4,1989,"조치원읍","6"
"398",39.97,"4,500",3,1991,"조치원읍","6"
"399",59.99,"13,000",20,1999,"조치원읍","6"
"400",84.976,"19,500",18,2008,"조치원읍","6"
"401",105.5594,"23,000",11,2008,"조치원읍","6"
"402",96.31,"39,700",16,2014,"종촌동","1"
"403",114.16,"35,200",7,2012,"한솔동","7"
"404",59.4,"6,150",3,1988,"부강면","12"
"405",39.3,"5,600",4,1989,"조치원읍","6"
"406",84.9228,"17,700",5,2006,"조치원읍","6"
"407",84.994,"37,000",16,2014,"종촌동","1"
"408",84.9365,"31,750",1,2014,"종촌동","1"
"409",59.9383,"27,400",13,2014,"종촌동","1"
"410",84.87,"32,600",8,2011,"한솔동","7"
"411",84.7,"27,400",19,2012,"한솔동","7"
"412",84.8768,"20,000",11,2007,"금남면","14"
"413",84.757,"31,500",17,2014,"아름동","3"
"414",49.29,"11,500",14,1999,"조치원읍","6"
"415",59.999,"12,150",13,1996,"조치원읍","6"
"416",84.9941,"37,000",23,2015,"종촌동","1"
"417",84.9365,"34,000",4,2014,"종촌동","1"
"418",84.9365,"36,300",7,2014,"종촌동","1"
"419",59.9383,"25,000",10,2014,"종촌동","1"
"420",84.9424,"34,000",5,2014,"종촌동","1"
"421",84.9757,"32,000",9,2015,"고운동","2"
"422",43.008,"9,500",13,2000,"금남면","14"
"423",84.9375,"32,000",17,2014,"아름동","3"
"424",59.9789,"26,900",17,2015,"아름동","3"
"425",84.9228,"18,300",3,2006,"조치원읍","6"
"426",84.8058,"18,350",7,2008,"조치원읍","6"
"427",114.16,"38,000",3,2012,"한솔동","7"
"428",84.11,"30,700",12,2012,"한솔동","7"
"429",28.452,"9,250",8,2013,"나성동","11"
"430",84.857,"35,900",13,2014,"도담동","8"
"431",19.62,"9,300",3,2014,"도담동","8"
"432",59.98,"29,000",3,2014,"도담동","8"
"433",84.757,"30,200",4,2014,"아름동","3"
"434",84.893,"32,000",12,2014,"아름동","3"
"435",84.73,"43,000",15,2013,"어진동","4"
"436",59.61,"9,400",10,1989,"조치원읍","6"
"437",39.97,"5,000",2,1991,"조치원읍","6"
"438",59.99,"13,600",10,1999,"조치원읍","6"
"439",84.976,"18,300",2,2008,"조치원읍","6"
"440",74.94,"27,500",4,2015,"종촌동","1"
"441",106.76,"44,000",21,2014,"종촌동","1"
"442",59.9383,"28,650",14,2014,"종촌동","1"
"443",84.87,"32,800",7,2011,"한솔동","7"
"444",84.18,"29,900",21,2012,"한솔동","7"
"445",114.19,"39,700",21,2012,"한솔동","7"
"446",84.11,"28,200",3,2012,"한솔동","7"
"447",59.9917,"24,800",4,2015,"고운동","2"
"448",19.62,"9,100",4,2014,"도담동","8"
"449",84.9837,"27,000",1,2014,"아름동","3"
"450",59.99,"12,200",4,1999,"조치원읍","6"
"451",104.9044,"21,000",8,2006,"조치원읍","6"
"452",59.76,"10,400",13,1994,"조치원읍","6"
"453",84.6641,"19,000",12,2008,"조치원읍","6"
"454",108.3993,"43,700",12,2014,"종촌동","1"
"455",43.008,"9,200",8,2000,"금남면","14"
"456",59.9973,"28,900",20,2015,"도담동","8"
"457",84.945,"30,500",1,2015,"도담동","8"
"458",99.985,"34,000",2,2015,"도담동","8"
"459",84.941,"41,500",7,2014,"도담동","8"
"460",23.455,"11,000",7,2015,"어진동","4"
"461",79.626,"13,700",10,2002,"연서면","5"
"462",50.21,"7,700",5,2001,"전의면","15"
"463",58.35,"8,400",2,1991,"조치원읍","6"
"464",84.7067,"20,700",18,2013,"조치원읍","6"
"465",121.6838,"20,000",12,2008,"조치원읍","6"
"466",84.6641,"17,000",8,2008,"조치원읍","6"
"467",59.9383,"27,400",7,2014,"종촌동","1"
"468",120.861,"44,650",10,2014,"종촌동","1"
"469",84.7,"27,400",7,2012,"한솔동","7"
"470",84.08,"29,750",20,2012,"한솔동","7"
"471",114.14,"39,500",15,2012,"한솔동","7"
"472",43.008,"8,900",2,2000,"금남면","14"
"473",84.857,"34,000",5,2014,"도담동","8"
"474",28.168,"3,550",11,2002,"조치원읍","6"
"475",59.99,"13,200",4,1999,"조치원읍","6"
"476",84.9228,"20,900",11,2006,"조치원읍","6"
"477",118.198,"25,500",4,2008,"조치원읍","6"
"478",84.9228,"17,000",3,2007,"조치원읍","6"
"479",84.08,"26,800",1,2012,"한솔동","7"
"480",59.9907,"24,800",23,2016,"고운동","2"
"481",74.77,"28,500",19,2015,"고운동","2"
"482",26.6,"11,000",8,2015,"나성동","11"
"483",30.7568,"2,600",2,2000,"장군면","10"
"484",23.4624,"2,400",1,2000,"장군면","10"
"485",39.97,"5,420",3,1991,"조치원읍","6"
"486",130.2173,"22,800",8,2008,"조치원읍","6"
"487",61.9,"8,700",12,1991,"조치원읍","6"
"488",84.9941,"36,400",13,2015,"종촌동","1"
"489",96.31,"41,600",27,2014,"종촌동","1"
"490",43.008,"9,200",12,2000,"금남면","14"
"491",84.9727,"33,900",14,2013,"아름동","3"
"492",84.84,"15,800",19,1999,"조치원읍","6"
"493",84.8058,"18,500",3,2008,"조치원읍","6"
"494",59.999,"12,000",4,1996,"조치원읍","6"
"495",59.999,"10,800",2,1996,"조치원읍","6"
"496",108.3993,"43,500",6,2014,"종촌동","1"
"497",84.08,"28,800",16,2012,"한솔동","7"
"498",84.606,"27,500",6,2015,"고운동","2"
"499",43.008,"8,900",5,2000,"금남면","14"
"500",33.29,"11,700",8,2015,"나성동","11"
"501",33.29,"11,700",8,2015,"나성동","11"
"502",34.9911,"15,000",6,2015,"나성동","11"
"503",84.955,"36,000",9,2014,"도담동","8"
"504",98.047,"39,300",9,2014,"도담동","8"
"505",26.984,"10,300",8,2014,"도담동","8"
"506",84.941,"42,700",18,2014,"도담동","8"
"507",74.5191,"28,500",15,2014,"아름동","3"
"508",28.168,"3,550",11,2002,"조치원읍","6"
"509",84.976,"19,500",9,2008,"조치원읍","6"
"510",154.5474,"28,000",4,2008,"조치원읍","6"
"511",84.9941,"35,800",14,2015,"종촌동","1"
"512",84.7,"27,500",20,2012,"한솔동","7"
"513",84.11,"32,500",24,2012,"한솔동","7"
"514",59.9964,"26,000",13,2015,"고운동","2"
"515",72.497,"26,000",11,2015,"고운동","2"
"516",21.365,"10,270",4,2016,"나성동","11"
"517",84.96,"32,200",12,2014,"도담동","8"
"518",19.1676,"8,800",6,2014,"도담동","8"
"519",19.1676,"8,650",6,2014,"도담동","8"
"520",95.804,"52,200",13,2015,"도담동","8"
"521",99.986,"54,900",13,2015,"도담동","8"
"522",74.519,"26,200",1,2013,"아름동","3"
"523",21.2595,"11,450",9,2014,"어진동","4"
"524",84.99,"12,800",9,1992,"조치원읍","6"
"525",39.69,"5,700",3,1989,"조치원읍","6"
"526",59.99,"13,700",8,1999,"조치원읍","6"
"527",84.815,"36,200",12,2013,"종촌동","1"
"528",84.814,"33,800",16,2014,"종촌동","1"
"529",84.96,"32,000",3,2011,"한솔동","7"
"530",59.83,"24,500",2,2011,"한솔동","7"
"531",114.16,"34,500",5,2012,"한솔동","7"
"532",84.7,"28,300",20,2012,"한솔동","7"
