,전용면적(㎡)
863,128.9491
864,59.998999999999995
865,84.95
866,84.9911
867,59.614
868,59.9383
869,114.16
870,84.11
871,59.8399
872,84.85700000000001
873,84.757
874,101.9478
875,49.277
876,59.858000000000004
877,79.626
878,84.976
879,120.6371
880,84.9911
881,84.62
882,59.9903
883,119.78
884,102.84
885,84.99
886,23.19
887,59.99
888,59.4
889,79.626
890,58.35
891,59.99
892,84.6641
893,84.9911
894,84.9365
895,84.663
896,84.7
897,59.9964
898,43.008
899,22.3249
900,21.6349
901,84.9989
902,84.7067
903,84.6641
904,128.9491
905,84.6641
906,128.9491
907,84.9941
908,59.9383
909,84.814
910,84.663
911,84.87
912,84.99
913,102.63
914,59.61
915,84.96
916,84.96
917,84.62
918,114.84
919,84.969
920,128.9491
921,59.998999999999995
922,84.94
923,59.9316
924,59.83
925,119.98
926,43.008
927,84.9228
928,96.28299999999999
929,84.87
930,59.8652
931,29.69
932,29.69
933,84.955
934,84.97399999999999
935,74.98
936,59.83
937,26.4397
938,84.945
939,84.9727
940,84.9899
941,28.2616
942,84.6641
943,101.31
944,99.9434
945,84.986
946,59.9853
947,59.8652
948,84.9837
949,84.73
950,84.99
951,83.256
952,84.9941
953,59.8676
954,19.505
955,84.96
956,84.757
957,84.9989
958,84.99
959,84.99
960,84.8676
961,84.994
962,84.814
963,84.663
964,59.1
965,19.1676
966,84.96
967,84.99
968,84.916
969,84.9989
970,84.9727
971,84.9727
972,84.73
973,84.73
974,31.758000000000003
975,39.97
976,152.785
977,84.6641
978,84.6641
979,84.6641
980,128.9491
981,84.96
982,114.16
983,114.16
984,84.62
985,84.08
986,114.61
987,84.8788
988,59.9013
989,84.85700000000001
990,99.9834
991,59.858000000000004
992,84.97399999999999
993,84.98
994,59.998999999999995
995,59.998999999999995
996,84.9424
997,59.9383
998,59.972
999,43.008
1000,19.3525
1001,59.9
1002,83.256
1003,28.168000000000003
1004,28.168000000000003
1005,59.99
1006,84.84
1007,59.99
1008,84.9228
1009,134.45
1010,84.9911
1011,84.9424
1012,59.83
1013,84.11
1014,79.5988
1015,84.8809
1016,59.8676
1017,45.15
1018,84.757
1019,96.25200000000001
1020,59.76
1021,84.6641
1022,84.7
1023,84.11
1024,84.18
1025,59.8676
1026,84.946
1027,59.4
1028,84.8568
1029,110.59
1030,59.858000000000004
1031,84.7067
1032,118.198
1033,84.97399999999999
1034,59.76
1035,121.6838
1036,84.994
1037,84.815
1038,84.62
1039,59.1
1040,59.8808
1041,84.99
1042,23.455
1043,24.34
1044,49.29
1045,84.84
1046,84.97399999999999
1047,59.998999999999995
1048,59.61
1049,114.16
1050,43.008
1051,23.19
1052,59.98
1053,84.84100000000001
1054,84.9989
1055,59.9789
1056,59.858000000000004
1057,84.99
1058,39.97
1059,39.97
1060,84.97399999999999
1061,59.998999999999995
1062,74.98
1063,59.9383
1064,84.96
1065,73.9816
1066,74.77
1067,43.008
1068,84.9989
1069,59.76
1070,45.57
1071,47.01
1072,125.7081
1073,105.5944
1074,84.6641
1075,59.998999999999995
1076,59.614
1077,108.3993
1078,84.9424
1079,84.663
1080,114.03
1081,84.9893
1082,43.008
1083,84.98
1084,84.9989
1085,84.9727
1086,50.21
1087,99.6514
1088,101.31
1089,84.9941
1090,59.9383
1091,84.9895
1092,84.945
1093,84.9989
1094,84.9837
1095,84.9238
1096,84.9727
1097,84.97399999999999
1098,151.659
1099,84.976
1100,84.728
1101,84.6641
1102,59.998999999999995
1103,33.29
1104,84.9238
1105,18.0325
1106,31.758000000000003
1107,59.614
1108,59.614
1109,84.96
1110,84.7
1111,114.61
1112,107.698
1113,84.986
1114,43.008
1115,35.193000000000005
1116,59.97
1117,59.99
1118,84.928
1119,99.986
1120,121.6838
1121,84.99
1122,84.11
1123,84.18
1124,84.986
1125,43.008
1126,98.0608
1127,59.858000000000004
1128,84.6641
1129,84.99
1130,84.99
1131,59.83
1132,114.16
1133,43.008
1134,84.99
1135,74.98
1136,84.815
1137,84.663
1138,84.96700000000001
1139,59.994
1140,74.77
1141,35.193000000000005
1142,84.946
1143,84.9779
1144,97.994
1145,84.9727
1146,99.9834
1147,84.8568
1148,84.73
1149,84.99
1150,84.84
1151,119.98
1152,59.9159
1153,107.698
1154,74.77
1155,101.9478
1156,59.998999999999995
1157,84.9424
1158,119.59
1159,84.98
1160,43.008
1161,43.008
1162,84.73
1163,84.73
1164,84.84
1165,104.9044
1166,84.991
1167,119.98
1168,84.62
1169,35.193000000000005
1170,33.29
1171,17.805
1172,59.86
1173,59.9789
1174,19.3525
1175,84.73
1176,119.78
1177,84.945
1178,118.198
1179,106.76
1180,44.99
1181,59.99
1182,84.9989
1183,59.82
1184,19.933
1185,83.256
1186,84.8676
1187,84.99
1188,59.614
1189,59.9383
1190,59.9383
1191,114.61
1192,72.497
1193,59.9013
1194,84.945
1195,71.484
1196,19.3525
1197,59.998999999999995
1198,84.9941
1199,59.9383
1200,59.9383
1201,84.18
1202,59.9881
1203,59.9013
1204,43.008
1205,84.945
1206,84.98
1207,84.9238
1208,121.6838
1209,84.6641
1210,74.98
1211,84.991
1212,84.9911
1213,59.614
1214,59.9383
1215,84.96
1216,84.7
1217,101.95
1218,114.6
1219,84.81
1220,59.9897
1221,72.497
1222,107.698
1223,84.945
1224,74.5191
1225,84.9375
1226,49.32
1227,125.7081
1228,125.7081
1229,134.45
1230,59.998999999999995
1231,84.9941
1232,84.87
1233,84.87
1234,102.78
1235,17.805
1236,84.928
1237,31.758000000000003
1238,125.542
1239,104.9044
1240,84.8058
1241,84.6641
1242,84.6682
1243,106.76
1244,59.9383
1245,84.7
1246,149.86
1247,45.98
1248,97.994
1249,59.9789
1250,41.328
1251,125.542
1252,49.29
1253,84.8058
1254,59.998999999999995
1255,74.98
1256,84.9424
1257,59.83
1258,84.986
1259,59.97
1260,84.9968
1261,84.994
1262,59.9474
1263,84.9424
1264,74.5191
1265,31.758000000000003
1266,39.97
1267,84.9424
1268,84.96
1269,119.77
1270,84.87
1271,84.96
1272,84.18
1273,59.8808
1274,84.85700000000001
1275,84.9899
1276,134.45
1277,59.9474
1278,43.008
1279,97.994
1280,84.9375
1281,59.998999999999995
1282,59.614
1283,59.9383
1284,59.9383
1285,59.9383
1286,84.663
1287,84.9228
1288,84.8058
1289,84.9968
1290,79.5988
1291,59.9349
1292,49.77
1293,84.9228
1294,106.76
1295,59.9349
1296,84.9424
1297,119.98
1298,102.78
1299,84.12
1300,59.994
1301,79.5988
1302,43.008
1303,26.3809
1304,84.757
1305,95.804
1306,84.8568
1307,59.858000000000004
1308,80.85
1309,65.78
1310,84.6641
1311,134.45
1312,84.99
1313,84.994
1314,59.9383
1315,119.98
1316,119.98
1317,84.12
1318,84.08
1319,84.18
1320,43.008
1321,59.9973
1322,59.4544
1323,96.25200000000001
1324,49.277
1325,49.65
1326,121.6838
1327,84.986
1328,84.945
1329,84.928
1330,39.3
1331,24.34
1332,84.6641
1333,59.998999999999995
1334,59.8652
1335,59.9474
1336,120.861
1337,84.96
1338,101.95
1339,59.8652
1340,43.008
1341,98.04700000000001
1342,84.9727
1343,99.9576
1344,79.626
1345,25.828000000000003
1346,59.99
1347,59.614
1348,120.861
1349,84.99
1350,84.61
1351,84.7
1352,84.8788
1353,59.8808
1354,59.9973
1355,84.85700000000001
1356,84.945
1357,98.04700000000001
1358,20.94
1359,59.99
1360,84.928
1361,84.9779
1362,84.696
1363,84.914
1364,59.82
1365,84.7067
1366,59.99
1367,151.659
1368,84.6641
1369,84.94
1370,59.9316
1371,108.3993
1372,59.9383
1373,84.96
1374,84.87
1375,84.11
1376,59.1
1377,59.9159
1378,59.9917
1379,59.9013
1380,98.04700000000001
1381,84.98
1382,84.946
1383,59.9789
1384,84.73
1385,125.7081
1386,84.6641
1387,59.998999999999995
1388,84.95
1389,74.98
1390,74.98
1391,59.1
1392,74.77
1393,84.85700000000001
1394,84.85700000000001
1395,44.99
1396,97.994
1397,74.51899999999999
1398,59.9789
1399,59.9789
1400,84.73
1401,31.758000000000003
1402,79.626
1403,39.97
1404,84.98
1405,108.81
1406,84.9424
1407,84.9424
1408,59.9383
1409,84.98
1410,84.969
1411,84.916
1412,84.9727
1413,59.28
1414,83.256
1415,84.994
1416,106.76
1417,84.9941
1418,59.9383
1419,59.9383
1420,84.814
1421,102.78
1422,84.7
1423,114.84
1424,43.008
1425,84.85700000000001
1426,84.945
1427,19.62
1428,84.9228
1429,126.6976
1430,128.9491
1431,74.98
1432,84.991
1433,59.9383
1434,84.814
1435,84.814
1436,102.63
1437,84.986
1438,84.946
1439,84.6347
1440,104.9044
1441,118.198
1442,157.227
1443,84.6641
1444,59.998999999999995
1445,84.99
1446,84.9941
1447,84.9365
1448,59.9349
1449,84.8788
1450,84.8809
1451,59.8676
1452,84.96
1453,84.98
1454,84.89299999999999
1455,101.9478
1456,74.5191
1457,28.2616
1458,99.6514
1459,84.6641
1460,84.6641
1461,84.9365
1462,59.9159
1463,59.9159
1464,84.9757
1465,59.9853
1466,74.77
1467,84.8809
1468,84.945
1469,84.969
1470,84.99
1471,84.757
1472,84.757
1473,84.757
1474,99.986
1475,99.986
1476,84.696
1477,96.25200000000001
1478,84.9899
1479,84.757
1480,59.9789
1481,84.99
1482,84.3869
1483,84.728
1484,59.76
1485,84.994
1486,84.9941
1487,84.9941
1488,59.9316
1489,84.815
1490,84.696
1491,84.9893
1492,84.9424
1493,59.9383
1494,84.92399999999999
1495,119.78
1496,119.85
1497,84.9895
1498,84.986
1499,84.9238
1500,84.7067
1501,84.99
1502,84.99
1503,84.814
1504,84.7
1505,84.18
1506,84.8668
1507,59.9973
1508,84.85700000000001
1509,84.85700000000001
1510,84.757
1511,95.804
1512,148.10399999999998
1513,84.9375
1514,41.328
1515,49.29
1516,84.9228
1517,59.76
1518,74.98
1519,84.9893
1520,119.86
1521,140.55
1522,107.698
1523,84.986
1524,79.5988
1525,59.8676
1526,59.8676
1527,43.008
1528,25.705
1529,84.945
1530,84.941
1531,84.946
1532,99.9576
1533,99.9834
1534,84.8568
1535,19.933
1536,49.277
1537,118.198
1538,84.8676
1539,128.9491
1540,59.9383
1541,84.986
1542,84.85700000000001
1543,84.85700000000001
1544,26.984
1545,59.98
1546,84.941
1547,111.9846
1548,97.994
1549,74.5191
1550,84.8568
1551,59.94
1552,49.29
1553,59.99
1554,84.976
1555,84.976
1556,74.98
1557,84.994
1558,59.9383
1559,84.87
1560,114.84
1561,59.9159
1562,84.9893
1563,43.008
1564,99.985
1565,19.1676
1566,97.994
1567,96.25200000000001
1568,59.9789
1569,74.98
1570,84.9424
1571,119.59
1572,84.62
1573,59.9013
1574,84.6583
1575,74.77
1576,84.928
1577,59.441
1578,84.9989
1579,74.5191
1580,84.9539
1581,84.8568
1582,84.97399999999999
1583,131.5834
1584,59.998999999999995
1585,74.98
1586,84.95
1587,84.9941
1588,59.614
1589,59.614
1590,59.9383
1591,84.9424
1592,84.9424
1593,59.9383
1594,84.96
1595,119.77
1596,84.62
1597,84.62
1598,84.81
1599,99.9434
1600,73.9816
1601,59.9964
1602,84.9895
1603,84.986
1604,107.698
1605,59.965
1606,84.8809
1607,59.97
1608,84.757
1609,84.9539
1610,74.5191
1611,84.9238
1612,84.9899
1613,84.8568
1614,59.82
1615,84.976
1616,72.81
1617,84.6641
1618,74.98
1619,84.94
1620,84.991
1621,84.9941
1622,84.9941
1623,84.696
1624,84.9893
1625,59.9383
1626,59.9383
1627,84.663
1628,84.814
1629,59.89
1630,102.63
1631,119.86
1632,101.54
1633,114.84
1634,114.61
1635,59.97
1636,84.928
1637,84.84100000000001
1638,84.9837
1639,84.9539
1640,84.9727
1641,71.484
1642,84.99
1643,128.9491
1644,74.98
1645,84.95
1646,84.663
1647,119.77
1648,84.7
1649,84.11
1650,101.95
1651,59.9853
1652,84.8809
1653,84.946
1654,84.815
1655,59.4
1656,99.9576
1657,84.8568
1658,49.277
1659,79.626
1660,84.9228
1661,84.9228
1662,84.991
1663,108.81
1664,84.9424
1665,84.9424
1666,96.31
1667,84.08
1668,114.61
1669,84.81
1670,114.61
1671,59.9159
1672,84.6583
1673,84.9893
1674,43.008
1675,84.85700000000001
1676,84.969
1677,84.941
1678,84.916
1679,84.99
1680,83.256
1681,59.76
1682,59.76
1683,59.76
1684,104.9044
1685,84.99
1686,84.99
1687,74.98
1688,84.814
1689,119.77
1690,119.59
1691,84.96
1692,84.7
1693,79.5988
1694,84.85700000000001
1695,99.975
1696,59.965
1697,59.98
1698,43.97
1699,84.946
1700,84.9779
1701,84.9539
1702,59.82
1703,84.97399999999999
1704,84.6641
1705,84.99
1706,84.994
1707,84.9941
1708,84.9941
1709,84.815
1710,84.815
1711,102.96
1712,84.87
1713,84.18
1714,84.7
1715,59.465
1716,59.9013
1717,96.1416
1718,59.71
1719,84.976
1720,84.9228
1721,74.98
1722,84.994
1723,59.9383
1724,59.9474
1725,96.31
1726,84.39
1727,59.9907
1728,59.9973
1729,84.85700000000001
1730,74.5191
1731,74.51899999999999
1732,74.51899999999999
1733,71.484
1734,126.6976
1735,84.6641
1736,84.99
1737,106.76
1738,84.9941
1739,108.3993
1740,59.8652
1741,96.31
1742,119.77
1743,119.78
1744,84.7
1745,107.698
1746,59.972
1747,59.972
1748,28.451999999999998
1749,59.8808
1750,84.96
1751,84.969
1752,19.62
1753,84.98
1754,84.928
1755,99.986
1756,84.946
1757,84.815
1758,96.25200000000001
1759,84.696
1760,96.25200000000001
1761,84.9375
1762,84.9375
1763,84.9375
1764,84.9375
1765,84.9238
1766,84.9238
1767,99.9834
1768,99.9834
1769,96.1416
1770,84.914
1771,84.8568
1772,84.9228
1773,84.6641
1774,84.6641
1775,84.95
1776,74.98
1777,84.9365
1778,59.9383
1779,119.86
1780,84.7
1781,84.11
1782,84.18
1783,84.08
1784,114.03
1785,84.39
1786,59.1
1787,84.9894
1788,72.497
1789,59.972
1790,84.9893
1791,59.9349
1792,84.85700000000001
1793,84.955
1794,59.97
1795,84.98
1796,84.99
1797,84.928
1798,84.815
1799,84.916
1800,111.9846
1801,84.9989
1802,96.25200000000001
1803,84.9899
1804,99.9576
1805,84.757
1806,59.998999999999995
1807,84.9941
1808,84.9911
1809,84.9893
1810,84.9424
1811,59.9383
1812,84.9424
1813,59.9383
1814,59.9383
1815,59.61
1816,119.77
1817,119.98
1818,59.9964
1819,59.9964
1820,43.008
1821,84.85700000000001
1822,84.945
1823,84.969
1824,59.99
1825,84.98
1826,84.98
1827,97.994
1828,84.9837
1829,74.5191
1830,101.9478
1831,84.8568
1832,84.8568
1833,59.9
1834,39.69
1835,128.9491
1836,84.994
1837,84.991
1838,84.9941
1839,84.9911
1840,108.81
1841,84.9424
1842,59.9383
1843,96.31
1844,96.31
1845,84.663
1846,119.77
1847,59.61
1848,119.77
1849,114.16
1850,84.08
1851,114.6
1852,84.39
1853,96.1416
1854,107.698
1855,84.986
1856,59.9058
1857,59.9013
1858,59.8652
1859,84.9893
1860,59.97
1861,59.97
1862,59.97
1863,84.99
1864,84.99
1865,84.99
1866,106.635
1867,100.016
1868,84.9375
1869,84.9238
1870,84.9727
1871,101.9478
1872,84.9375
1873,74.51899999999999
1874,84.9899
1875,84.757
1876,71.484
1877,59.9789
1878,84.8568
1879,84.73
1880,39.97
1881,99.6514
1882,84.9228
1883,84.9228
1884,84.976
1885,74.94
1886,84.994
1887,84.994
1888,59.9316
1889,108.3993
1890,84.9893
1891,59.9349
1892,84.9893
1893,84.814
1894,67.929
1895,96.31
1896,84.663
1897,67.929
1898,119.78
1899,119.86
1900,84.7
1901,114.16
1902,84.7
1903,84.7
1904,114.16
1905,84.7
1906,84.81
1907,107.698
1908,59.972
1909,59.9853
1910,59.9013
1911,84.98
1912,59.8808
1913,59.99
1914,84.98
1915,84.757
1916,100.016
1917,84.815
1918,80.8021
1919,96.25200000000001
1920,84.9837
1921,84.9899
1922,99.9834
1923,59.9789
1924,84.8568
1925,103.2294
1926,84.84
1927,126.6976
1928,84.6641
1929,84.6641
1930,84.9424
1931,84.62
1932,114.16
1933,114.61
1934,114.61
1935,114.84
1936,18.3
1937,84.928
1938,84.84100000000001
1939,84.946
1940,84.9375
1941,84.9968
1942,84.8568
1943,19.3525
1944,44.82
1945,28.168000000000003
1946,39.97
1947,152.785
1948,84.9228
1949,59.76
1950,84.6641
1951,74.98
1952,84.99
