,전용면적(㎡)
1953,59.9316
1954,84.815
1955,84.9424
1956,96.31
1957,59.61
1958,114.16
1959,84.62
1960,84.62
1961,84.9968
1962,59.9917
1963,59.9964
1964,59.8399
1965,84.9895
1966,84.60600000000001
1967,74.77
1968,84.945
1969,84.969
1970,19.9088
1971,95.804
1972,111.99600000000001
1973,21.6349
1974,84.9837
1975,84.757
1976,71.484
1977,71.484
1978,84.8568
1979,49.277
1980,104.9044
1981,130.2173
1982,84.994
1983,84.9911
1984,84.815
1985,59.8652
1986,59.9383
1987,96.28299999999999
1988,119.78
1989,84.91
1990,84.96
1991,84.87
1992,114.84
1993,101.95
1994,84.96700000000001
1995,72.497
1996,84.60600000000001
1997,84.986
1998,59.9013
1999,33.29
2000,59.9973
2001,84.945
2002,84.969
2003,59.98
2004,84.98
2005,84.98
2006,84.941
2007,21.6349
2008,84.696
2009,96.25200000000001
2010,84.696
2011,84.9375
2012,74.5191
2013,84.9727
2014,84.9727
2015,84.9375
2016,84.89299999999999
2017,84.757
2018,84.928
2019,96.1416
2020,96.1416
2021,110.59
2022,176.343
2023,84.95
2024,74.98
2025,84.95
2026,106.76
2027,84.696
2028,84.9893
2029,59.9349
2030,59.9349
2031,84.9424
2032,84.9424
2033,59.9383
2034,67.929
2035,84.814
2036,119.78
2037,84.96
2038,84.91
2039,84.7
2040,114.16
2041,84.7
2042,101.46
2043,114.61
2044,101.95
2045,84.39
2046,59.9159
2047,84.8788
2048,59.465
2049,59.9907
2050,59.9013
2051,84.6583
2052,84.89
2053,84.98
2054,84.945
2055,84.969
2056,45.98
2057,84.757
2058,100.016
2059,84.941
2060,84.9837
2061,99.9834
2062,84.9899
2063,84.8568
2064,59.998999999999995
2065,74.98
2066,74.98
2067,84.9941
2068,84.9911
2069,84.9365
2070,84.9365
2071,84.696
2072,84.9893
2073,84.9424
2074,59.9383
2075,59.9383
2076,84.9424
2077,59.9474
2078,84.814
2079,84.81
2080,84.96
2081,84.7
2082,101.46
2083,114.84
2084,84.986
2085,72.497
2086,84.60600000000001
2087,84.6583
2088,59.9013
2089,74.77
2090,59.8676
2091,99.985
2092,84.955
2093,84.941
2094,97.994
2095,97.994
2096,74.51899999999999
2097,96.1416
2098,84.914
2099,84.73
2100,41.328
2101,125.7081
2102,118.198
2103,128.9491
2104,84.994
2105,84.9911
2106,84.9941
2107,84.696
2108,59.9349
2109,59.9383
2110,84.9424
2111,84.81
2112,84.87
2113,84.7
2114,114.16
2115,114.84
2116,114.84
2117,59.972
2118,59.9903
2119,84.9893
2120,84.8809
2121,84.815
2122,84.9539
2123,74.5191
2124,84.9968
2125,49.277
2126,84.976
2127,104.6021
2128,84.98
2129,84.6641
2130,106.76
2131,84.815
2132,84.9893
2133,59.9383
2134,119.86
2135,101.45
2136,114.61
2137,84.9895
2138,79.5988
2139,20.5238
2140,84.969
2141,59.9602
2142,84.928
2143,84.8568
2144,46.68
2145,28.168000000000003
2146,39.97
2147,84.84
2148,84.8375
2149,106.76
2150,84.814
2151,119.77
2152,119.59
2153,84.81
2154,59.9159
2155,84.986
2156,59.655
2157,84.8974
2158,74.77
2159,84.8809
2160,43.008
2161,84.945
2162,84.969
2163,96.1416
2164,71.484
2165,28.2616
2166,28.2616
2167,28.2616
2168,28.2616
2169,28.2616
2170,28.2616
2171,28.2616
2172,28.2616
2173,28.2616
2174,28.2616
2175,84.7067
2176,59.99
2177,84.9424
2178,84.81
2179,84.81
2180,59.9159
2181,99.9434
2182,59.994
2183,59.965
2184,84.9893
2185,35.193000000000005
2186,19.1676
2187,84.941
2188,84.9779
2189,84.696
2190,84.9899
2191,99.9834
2192,84.928
2193,96.1416
2194,84.73
2195,59.87
2196,74.98
2197,84.696
2198,84.696
2199,84.9424
2200,59.9383
2201,102.63
2202,84.96
2203,84.7
2204,84.7
2205,59.1
2206,59.9881
2207,59.8399
2208,59.8399
2209,59.9897
2210,84.986
2211,72.497
2212,84.986
2213,84.986
2214,59.972
2215,59.9907
2216,59.9973
2217,84.969
2218,84.969
2219,45.98
2220,59.97
2221,84.928
2222,99.992
2223,84.815
2224,84.9989
2225,99.9576
2226,84.9968
2227,96.1416
2228,84.8568
2229,84.73
2230,41.328
2231,84.6641
2232,84.6641
2233,59.998999999999995
2234,74.94
2235,74.98
2236,106.76
2237,84.994
2238,84.9941
2239,84.9915
2240,84.9365
2241,108.3993
2242,108.81
2243,59.8652
2244,84.9893
2245,84.9424
2246,84.663
2247,119.98
2248,84.62
2249,101.54
2250,84.11
2251,72.497
2252,107.698
2253,84.98
2254,84.85700000000001
2255,84.969
2256,19.62
2257,169.0564
2258,96.25200000000001
2259,74.5191
2260,84.9727
2261,74.5191
2262,84.9375
2263,125.542
2264,84.95
2265,74.98
2266,74.98
2267,84.994
2268,84.696
2269,84.9424
2270,119.59
2271,114.19
2272,101.46
2273,84.945
2274,44.99
2275,84.696
2276,84.9727
2277,84.9899
2278,84.928
2279,84.8568
2280,84.8568
2281,59.7
2282,83.1
2283,99.6514
2284,59.99
2285,59.99
2286,104.9044
2287,84.976
2288,118.198
2289,84.99
2290,84.696
2291,108.81
2292,96.31
2293,84.7
2294,101.54
2295,59.1
2296,114.61
2297,84.9895
2298,59.972
2299,84.9837
2300,95.804
2301,84.946
2302,18.0325
2303,39.69
2304,39.97
2305,99.6514
2306,84.6641
2307,84.9424
2308,84.91
2309,119.59
2310,101.54
2311,114.16
2312,149.84
2313,84.81
2314,59.1
2315,59.9159
2316,74.77
2317,84.8809
2318,43.008
2319,21.3525
2320,45.98
2321,99.986
2322,98.1866
2323,84.9375
2324,84.9238
2325,84.9727
2326,59.858000000000004
2327,58.35
2328,84.3869
2329,84.7067
2330,84.728
2331,59.76
2332,84.6641
2333,84.6641
2334,74.98
2335,84.95
2336,84.99
2337,59.614
2338,59.9383
2339,84.814
2340,101.45
2341,99.9434
2342,43.008
2343,27.7341
2344,59.97
2345,99.992
2346,96.25200000000001
2347,99.9834
2348,99.9834
2349,49.277
2350,84.9228
2351,128.9491
2352,107.698
2353,84.986
2354,84.986
2355,79.5988
2356,84.969
2357,95.62299999999999
2358,99.992
2359,84.9779
2360,84.696
2361,99.9576
2362,84.73
2363,84.9228
2364,84.6641
2365,128.9491
2366,84.99
2367,74.98
2368,74.98
2369,84.696
2370,84.7
2371,99.9434
2372,84.986
2373,84.60600000000001
2374,59.655
2375,84.89
2376,22.686
2377,84.85700000000001
2378,84.969
2379,95.804
2380,74.5191
2381,101.9478
2382,84.9899
2383,84.757
2384,18.0325
2385,17.425
2386,79.626
2387,49.29
2388,126.6976
2389,128.9491
2390,74.98
2391,84.994
2392,84.9911
2393,59.614
2394,84.815
2395,84.696
2396,84.696
2397,84.9893
2398,59.8652
2399,59.9474
2400,84.96
2401,114.16
2402,114.16
2403,84.11
2404,101.46
2405,84.39
2406,59.8399
2407,59.8338
2408,84.60600000000001
2409,59.9907
2410,59.9853
2411,59.9013
2412,59.9013
2413,59.9058
2414,84.89
2415,74.77
2416,59.8652
2417,59.9973
2418,44.99
2419,130.2173
2420,84.8946
2421,84.6641
2422,59.998999999999995
2423,84.9941
2424,149.92
2425,114.14
2426,59.1
2427,84.986
2428,59.9058
2429,84.98
2430,43.008
2431,22.331
2432,84.945
2433,100.016
2434,84.9238
2435,99.9576
2436,96.1416
2437,41.328
2438,125.7081
2439,128.9491
2440,84.9941
2441,108.81
2442,59.1
2443,72.497
2444,59.655
2445,84.6583
2446,43.008
2447,59.9853
2448,59.98
2449,95.804
2450,96.25200000000001
2451,84.99
2452,106.76
2453,84.994
2454,84.696
2455,84.9424
2456,59.9383
2457,84.08
2458,101.45
2459,84.9895
2460,107.698
2461,73.71300000000001
2462,59.9013
2463,74.77
2464,84.8768
2465,84.757
2466,84.9968
2467,46.68
2468,125.7081
2469,84.7
2470,114.16
2471,84.08
2472,59.9058
2473,84.757
2474,84.7067
2475,84.7067
2476,84.7067
2477,74.98
2478,114.6
2479,101.45
2480,107.698
2481,107.698
2482,79.5988
2483,79.5988
2484,84.945
2485,84.945
2486,59.97
2487,43.97
2488,84.815
2489,84.9727
2490,84.99
2491,74.98
2492,84.9941
2493,106.76
2494,84.9941
2495,84.9365
2496,84.7
2497,114.14
2498,107.698
2499,59.9013
2500,84.8768
2501,33.29
2502,59.9973
2503,98.04700000000001
2504,59.9853
2505,96.25200000000001
2506,84.9238
2507,99.9834
2508,84.9899
2509,96.1416
2510,21.145
2511,99.6514
2512,128.9491
2513,74.98
2514,84.696
2515,59.9383
2516,84.08
2517,114.84
2518,84.986
2519,74.77
2520,84.9491
2521,84.945
2522,84.969
2523,59.9853
2524,59.9853
2525,59.98
2526,59.97
2527,84.89299999999999
2528,84.9375
2529,84.99
2530,49.29
2531,84.9228
2532,84.97399999999999
2533,74.98
2534,84.994
2535,108.3993
2536,59.9383
2537,84.62
2538,84.18
2539,101.45
2540,101.45
2541,98.04700000000001
2542,84.9968
2543,84.8568
2544,45.0
2545,49.65
2546,39.3
2547,84.6641
2548,84.6641
2549,59.9383
2550,59.9897
2551,107.698
2552,84.969
2553,97.994
2554,110.59
2555,49.41
2556,83.256
2557,83.256
2558,84.6641
2559,59.8676
2560,84.96
2561,84.757
2562,71.484
2563,84.8568
2564,39.97
2565,84.9365
2566,59.9383
2567,101.54
2568,84.08
2569,84.11
2570,114.61
2571,84.945
2572,84.928
2573,95.804
2574,84.8568
2575,49.277
2576,151.659
2577,59.9383
2578,84.62
2579,101.45
2580,84.9757
2581,59.9964
2582,59.9897
2583,43.008
2584,43.008
2585,99.986
2586,99.9576
2587,59.9789
2588,39.69
2589,151.659
2590,74.98
2591,84.994
2592,84.9365
2593,101.54
2594,114.16
2595,59.9881
2596,59.9159
2597,96.1416
2598,99.9434
2599,99.9434
2600,84.96700000000001
2601,84.60600000000001
2602,84.9893
2603,19.505
2604,59.99
2605,95.804
2606,100.016
2607,97.994
2608,74.5191
2609,84.9539
2610,84.9375
2611,84.8568
2612,39.97
2613,84.6682
2614,74.98
2615,74.98
2616,84.9941
2617,84.815
2618,84.9915
2619,84.973
2620,108.81
2621,84.9424
2622,84.81
2623,84.87
2624,84.87
2625,84.62
2626,84.62
2627,84.08
2628,84.39
2629,149.81
2630,84.81
2631,59.9907
2632,59.9853
2633,84.85700000000001
2634,84.941
2635,84.84100000000001
2636,84.9727
2637,74.51899999999999
2638,118.198
2639,59.998999999999995
2640,84.95
2641,84.9941
2642,114.03
2643,84.8668
2644,59.9013
2645,99.985
2646,84.969
2647,84.89299999999999
2648,99.9834
2649,39.97
2650,84.6641
2651,84.994
2652,106.76
2653,84.815
2654,59.9383
2655,84.9424
2656,59.9383
2657,84.7
2658,84.81
2659,114.61
2660,84.9895
2661,59.8652
2662,84.969
2663,19.1676
2664,44.99
2665,84.941
2666,84.9779
2667,118.83
2668,84.8
2669,84.9365
2670,119.78
2671,84.18
2672,114.61
2673,114.61
2674,59.655
2675,59.8808
2676,59.8808
2677,120.5051
2678,84.9837
2679,99.9834
2680,96.1416
2681,84.9968
2682,59.9789
2683,49.277
2684,152.785
2685,49.29
2686,84.6641
2687,74.98
2688,84.9365
2689,84.9424
2690,84.96
2691,101.46
2692,59.9917
2693,25.99
2694,99.975
2695,110.59
2696,84.9228
2697,84.8058
2698,106.76
2699,108.3993
2700,59.9383
2701,96.31
2702,101.45
2703,84.9894
2704,84.6583
2705,43.008
2706,84.945
2707,84.945
2708,84.89299999999999
2709,97.994
2710,99.9834
2711,84.9899
2712,99.9576
2713,118.83
2714,47.01
2715,59.64
2716,39.97
2717,84.7067
2718,74.98
2719,74.98
2720,102.84
2721,84.18
2722,84.9757
2723,84.8668
2724,107.698
2725,84.945
2726,59.98
2727,96.25200000000001
2728,84.9727
2729,84.757
2730,71.484
2731,59.9789
2732,28.168000000000003
2733,99.6514
2734,84.9228
2735,84.976
2736,59.998999999999995
2737,74.98
2738,74.98
2739,84.994
2740,84.994
2741,84.9941
2742,59.614
2743,84.9365
2744,84.696
2745,84.696
2746,84.9424
2747,84.814
2748,102.78
2749,84.7
2750,84.08
2751,114.61
2752,84.81
2753,114.84
2754,84.9757
2755,84.60600000000001
2756,84.969
2757,84.757
2758,99.986
2759,84.928
2760,59.9789
2761,84.99
2762,59.858000000000004
2763,84.7067
2764,84.6641
2765,74.98
2766,84.95
2767,84.9893
2768,84.9424
2769,84.7
2770,101.54
2771,84.62
2772,114.61
2773,59.9917
2774,59.9013
2775,84.8809
2776,59.8808
2777,59.98
2778,84.928
2779,100.016
2780,96.25200000000001
2781,84.9837
2782,74.5191
2783,84.9727
2784,84.8568
2785,18.0325
2786,39.3
2787,58.35
2788,105.5944
2789,106.76
2790,59.8652
2791,84.9424
2792,84.62
2793,84.7
2794,114.61
2795,59.972
2796,84.8809
2797,59.9973
2798,84.99
2799,84.73
2800,151.659
2801,84.6641
2802,84.99
2803,84.99
2804,84.95
2805,74.98
2806,84.9941
2807,84.87
2808,84.7
2809,84.8668
2810,79.5988
2811,59.9013
2812,99.9576
2813,84.757
2814,84.757
2815,84.757
2816,84.8568
2817,84.8568
2818,84.99
2819,83.256
2820,126.6976
2821,84.6641
2822,59.9383
2823,101.54
2824,84.7
2825,101.46
2826,107.698
2827,97.994
2828,74.5191
2829,49.277
2830,84.99
2831,46.68
2832,125.542
2833,59.76
2834,84.6641
2835,84.6641
2836,59.998999999999995
2837,84.99
2838,84.9424
2839,84.986
2840,99.992
2841,99.9834
2842,84.914
2843,84.914
2844,84.8568
2845,84.9228
2846,59.76
2847,74.98
2848,84.9424
2849,84.9757
2850,84.9757
2851,59.9964
2852,59.8676
2853,44.99
2854,44.99
2855,59.98
2856,84.89299999999999
2857,111.99600000000001
2858,84.815
2859,84.84100000000001
2860,84.9837
2861,84.9837
2862,84.9899
2863,99.9834
2864,84.9899
2865,84.73
2866,59.99
2867,128.9491
2868,84.99
2869,84.95
2870,74.98
2871,84.95
2872,84.9893
2873,59.9349
2874,84.9893
2875,84.9424
2876,84.92399999999999
2877,84.91
2878,119.86
2879,84.39
2880,84.9968
2881,99.9434
2882,84.986
2883,45.26
2884,84.945
2885,59.9283
2886,74.5191
2887,84.9837
2888,49.29
2889,74.98
2890,74.98
2891,84.94
2892,74.98
2893,84.9941
2894,84.815
2895,101.54
2896,43.008
2897,84.969
2898,84.928
2899,96.1416
2900,84.8568
2901,84.73
2902,59.998999999999995
2903,84.95
2904,74.98
2905,84.9424
2906,114.14
2907,84.39
2908,59.9159
2909,84.9895
2910,84.60600000000001
2911,74.77
2912,74.77
2913,59.8676
2914,43.008
2915,98.227
2916,84.9375
2917,39.97
2918,126.6976
2919,84.99
2920,74.98
2921,84.9424
2922,101.45
2923,59.1
2924,84.60600000000001
2925,84.60600000000001
2926,84.757
2927,98.6414
2928,84.9779
2929,84.9837
2930,84.73
2931,59.9
2932,99.6514
2933,84.9228
2934,59.76
2935,84.6641
2936,74.98
2937,84.696
2938,84.91
2939,84.7
2940,84.11
2941,72.497
2942,84.986
2943,84.98
2944,111.99600000000001
2945,84.916
2946,96.25200000000001
2947,84.9837
2948,84.9375
2949,84.757
2950,84.73
2951,84.976
2952,59.76
2953,84.99
2954,106.76
2955,59.9383
2956,59.9474
2957,101.46
2958,101.45
2959,59.994
2960,73.71300000000001
2961,74.77
2962,84.89
2963,59.965
2964,44.99
2965,84.73
2966,84.976
2967,74.98
2968,74.94
2969,108.81
2970,108.81
2971,59.9474
2972,101.54
2973,114.16
2974,84.18
2975,84.9757
2976,84.8788
2977,84.8788
2978,84.9895
2979,84.60600000000001
2980,59.655
2981,84.6583
2982,84.98
2983,84.8809
2984,84.8809
2985,84.945
2986,99.986
2987,109.9692
2988,99.9834
2989,99.9834
2990,84.9968
2991,84.9968
2992,84.914
2993,84.8568
2994,59.9
2995,59.99
2996,84.6682
2997,74.98
2998,74.98
2999,59.9316
3000,108.81
3001,59.9383
3002,84.9424
3003,84.9424
3004,84.9424
3005,59.9383
3006,120.861
3007,84.663
3008,101.54
3009,84.08
3010,84.18
3011,101.7
3012,114.14
3013,84.9757
3014,59.9964
3015,84.9895
3016,107.698
3017,59.9853
3018,59.9013
3019,59.9013
3020,84.98
3021,84.9893
3022,99.9834
3023,84.9899
3024,84.7067
3025,84.976
3026,74.98
3027,84.95
3028,84.994
3029,73.9816
3030,84.9895
3031,72.497
3032,59.9853
3033,74.77
3034,84.84100000000001
3035,84.9539
3036,84.9539
3037,101.9478
3038,84.9837
3039,84.9228
3040,74.98
3041,74.98
3042,84.99
3043,84.95
3044,74.98
3045,84.994
3046,106.76
3047,84.9941
3048,108.81
3049,59.9383
3050,119.86
3051,114.16
3052,84.62
3053,84.08
3054,114.61
3055,84.9894
3056,84.9894
3057,84.60600000000001
3058,59.465
3059,59.965
3060,84.8974
3061,74.77
3062,59.9973
3063,84.98
3064,97.994
3065,84.9989
3066,96.25200000000001
3067,74.5191
3068,84.9238
3069,74.51899999999999
3070,84.9238
3071,84.8568
3072,28.168000000000003
3073,58.35
3074,84.7067
3075,59.76
3076,84.99
3077,74.94
3078,108.81
3079,59.8652
3080,59.9474
3081,84.11
3082,101.45
3083,72.497
3084,107.698
3085,59.9058
3086,59.9058
3087,84.6583
3088,74.77
3089,84.9491
3090,84.945
3091,59.97
3092,84.99
3093,59.99
3094,84.9837
3095,99.9834
3096,84.8568
3097,84.73
3098,49.277
3099,79.626
3100,28.168000000000003
3101,125.7081
3102,84.9941
3103,84.9941
3104,84.696
3105,59.9903
3106,59.9917
3107,84.98
3108,43.008
3109,59.4
3110,84.9238
3111,84.9899
3112,59.76
3113,59.28
3114,49.29
3115,106.76
3116,84.7
3117,114.16
3118,101.45
3119,72.497
3120,72.497
3121,59.9907
3122,59.9853
3123,74.77
3124,84.73
3125,59.858000000000004
3126,39.69
3127,84.9228
3128,126.6976
3129,84.99
3130,101.54
3131,84.62
3132,84.11
3133,84.11
3134,84.9757
3135,84.96700000000001
3136,73.71300000000001
3137,84.89
3138,43.008
3139,17.425
3140,125.7081
3141,84.7
3142,84.81
3143,84.986
3144,74.77
3145,59.9349
3146,99.9834
3147,84.8568
3148,84.9424
3149,59.655
3150,98.1866
3151,84.9899
3152,59.64
3153,59.99
3154,84.976
3155,21.6349
3156,97.994
3157,59.76
3158,84.6641
3159,59.998999999999995
3160,106.76
3161,21.27
3162,101.9478
3163,120.6371
3164,108.81
3165,84.9895
3166,16.9849
3167,17.5229
3168,19.3525
3169,152.785
3170,84.8058
3171,59.965
3172,21.6349
3173,84.9375
3174,30.7568
3175,28.3504
3176,30.7568
3177,30.7568
3178,30.7568
3179,30.7568
3180,59.9159
3181,23.455
3182,78.24
3183,39.69
3184,99.6514
3185,84.9228
3186,84.97399999999999
3187,84.6641
3188,119.86
3189,59.1
3190,84.986
3191,84.969
3192,84.9783
3193,84.9899
3194,84.8568
3195,49.277
3196,39.97
3197,39.97
3198,84.6641
3199,74.98
3200,84.8809
3201,74.51899999999999
3202,118.198
3203,84.6641
3204,33.29
3205,84.757
3206,84.7067
3207,125.7081
3208,84.6641
3209,72.497
3210,107.698
3211,18.3
3212,84.9238
3213,19.3525
3214,59.858000000000004
3215,59.28
3216,125.7081
3217,84.9228
3218,84.9228
3219,74.98
3220,114.6
3221,99.9576
3222,49.277
3223,49.277
3224,59.9383
3225,84.91
3226,84.60600000000001
3227,84.8809
3228,84.945
3229,84.9238
3230,18.0325
3231,84.84
3232,84.7
3233,84.976
3234,74.98
3235,84.39
3236,84.98
3237,109.9244
3238,96.25200000000001
3239,83.256
3240,126.6976
3241,59.76
3242,59.998999999999995
3243,84.9941
3244,59.614
3245,19.1676
3246,39.3
3247,28.168000000000003
3248,84.7067
3249,59.99
3250,74.98
3251,84.96
3252,59.655
3253,59.965
3254,21.713
3255,59.99
3256,84.696
3257,72.497
3258,84.9735
3259,49.277
3260,101.31
3261,74.98
3262,74.98
3263,84.98
3264,84.941
3265,84.9375
3266,22.465
3267,59.76
3268,84.99
3269,84.7
3270,84.9539
3271,59.82
3272,152.785
3273,43.008
3274,84.9032
3275,84.9228
3276,59.76
3277,59.614
3278,59.9316
3279,96.31
3280,84.9895
3281,35.193000000000005
3282,19.1676
3283,96.25200000000001
3284,99.9834
3285,39.3
3286,151.659
3287,74.94
3288,84.95
3289,74.98
3290,59.9383
3291,59.9474
3292,84.7
3293,99.9434
3294,84.986
3295,109.9244
3296,59.4
3297,83.256
3298,84.9228
3299,102.96
3300,59.9159
3301,72.497
3302,43.008
3303,84.99
3304,176.343
3305,104.9044
3306,84.98
3307,59.8808
3308,99.9834
3309,84.6641
3310,59.998999999999995
3311,84.99
3312,74.98
3313,119.86
3314,119.78
3315,84.08
3316,84.986
3317,59.9907
3318,74.77
3319,28.168000000000003
3320,125.7081
3321,128.9491
3322,84.6641
3323,84.6641
3324,84.9424
3325,59.9383
3326,84.62
3327,114.14
3328,84.12
3329,84.6583
3330,96.1416
3331,84.7067
3332,130.7832
3333,84.663
3334,84.11
3335,84.39
3336,59.972
3337,59.972
3338,130.7832
3339,84.97399999999999
3340,128.9491
3341,119.86
3342,59.8652
3343,43.008
3344,29.8957
3345,83.256
3346,33.29
3347,59.998999999999995
3348,84.9915
3349,21.59
3350,49.29
3351,84.6641
3352,59.9383
3353,59.972
3354,59.9013
3355,74.77
3356,43.008
3357,84.9901
3358,84.9968
3359,84.6641
3360,84.6641
3361,134.45
3362,108.3993
3363,84.11
3364,59.9809
3365,59.937
3366,84.8768
3367,59.9283
3368,59.4544
3369,79.626
3370,59.9159
3371,84.8668
3372,43.008
3373,59.4
3374,99.9576
3375,96.1416
3376,104.9044
3377,101.54
3378,73.9816
3379,22.686
3380,74.5191
3381,99.9834
3382,83.256
3383,84.6641
3384,43.008
3385,84.8568
3386,144.2557
3387,101.31
3388,44.99
3389,84.9899
3390,19.933
3391,118.198
3392,84.96
3393,84.994
3394,59.9383
3395,35.193000000000005
3396,59.97
3397,84.73
3398,39.3
3399,25.828000000000003
3400,84.62
3401,59.97
3402,59.86
3403,84.914
3404,59.9602
3405,152.785
3406,84.9915
3407,59.9383
3408,84.62
3409,43.008
3410,120.5051
3411,96.1416
3412,39.3
3413,58.35
3414,49.29
3415,59.76
3416,35.193000000000005
3417,39.97
3418,59.998999999999995
3419,74.94
3420,114.16
3421,114.16
3422,84.08
3423,43.008
3424,43.008
3425,43.008
3426,84.99
3427,79.626
3428,39.97
3429,43.008
3430,20.17
3431,59.9789
3432,84.9911
3433,59.9383
3434,84.986
3435,59.9013
3436,84.98
3437,84.9899
3438,59.76
3439,105.5944
3440,84.6641
3441,84.8668
3442,74.77
3443,74.5191
3444,84.9375
3445,59.858000000000004
3446,49.32
3447,84.6641
3448,59.998999999999995
3449,59.614
3450,84.9915
3451,59.9349
3452,96.28299999999999
3453,84.92399999999999
3454,84.18
3455,114.61
3456,28.006999999999998
3457,84.969
3458,20.17
3459,84.98
3460,59.9789
3461,101.6828
3462,84.99
3463,59.9383
3464,43.008
3465,39.3
3466,39.97
3467,84.9911
3468,108.81
3469,67.929
3470,74.77
3471,84.9518
3472,96.25200000000001
3473,84.8668
3474,74.77
3475,59.8676
3476,59.82
3477,59.9283
3478,59.4
3479,39.3
3480,84.7
3481,59.9013
3482,24.4951
3483,118.198
3484,84.7
3485,73.9816
3486,59.98
3487,125.7081
3488,59.76
3489,84.6641
3490,108.81
3491,43.008
3492,96.25200000000001
3493,84.928
3494,96.1416
3495,84.99
3496,134.45
3497,84.9941
3498,84.9375
3499,84.6641
3500,97.994
3501,84.945
3502,43.008
3503,20.17
3504,43.008
3505,42.4914
3506,99.6514
3507,84.696
3508,106.76
3509,74.77
3510,74.51899999999999
3511,55.4369
3512,84.8375
3513,84.7
3514,59.9917
3515,84.916
3516,84.9727
3517,99.6514
3518,84.97399999999999
3519,84.976
3520,120.6371
3521,84.9424
3522,43.008
3523,26.7
3524,49.77
3525,118.198
3526,84.8058
3527,84.815
3528,84.08
3529,59.8808
3530,109.9692
3531,84.9727
3532,114.6
3533,84.7
3534,84.60600000000001
3535,59.9853
3536,43.008
3537,84.969
3538,84.757
3539,84.9727
3540,84.914
3541,84.9228
3542,84.663
3543,79.5988
3544,84.6583
3545,26.487
3546,84.9727
3547,99.9576
3548,125.542
3549,84.9893
3550,59.9474
3551,84.7
3552,114.14
3553,84.986
3554,84.98
3555,19.1676
3556,99.6514
3557,49.29
3558,144.2557
3559,84.95
3560,114.61
3561,59.465
3562,84.89299999999999
3563,84.914
3564,41.328
3565,39.69
3566,49.29
3567,104.9044
3568,84.6641
3569,59.9013
3570,59.9013
3571,49.77
3572,59.998999999999995
3573,84.62
3574,59.972
3575,59.97
3576,101.31
3577,84.60600000000001
3578,35.193000000000005
3579,35.193000000000005
3580,84.757
3581,96.25200000000001
3582,49.277
3583,59.98
3584,39.97
3585,84.98
3586,84.9228
3587,59.9159
3588,84.6583
3589,20.17
3590,96.25200000000001
3591,84.9375
3592,74.51899999999999
3593,84.9968
3594,84.7067
3595,59.76
3596,84.6641
3597,84.62
3598,108.8552
3599,84.9727
3600,45.57
3601,99.6514
3602,84.9941
3603,119.78
3604,84.986
3605,43.008
3606,84.9779
3607,84.9539
3608,99.9834
3609,19.3525
3610,49.32
3611,84.84
3612,105.5594
3613,84.6641
3614,106.76
3615,84.815
3616,59.89
3617,59.9159
3618,97.994
3619,84.9539
3620,84.99
3621,46.68
3622,84.976
3623,114.03
3624,59.9159
3625,84.8809
3626,81.78
3627,84.6641
3628,84.6641
3629,102.78
3630,59.9159
3631,99.9434
3632,41.328
3633,39.97
3634,84.728
3635,59.9383
3636,84.7
3637,84.18
3638,18.3
3639,59.9331
3640,49.277
3641,83.256
3642,39.69
3643,84.9228
3644,84.98
3645,74.98
3646,84.9941
3647,84.9941
3648,59.9159
3649,59.9058
3650,95.804
3651,18.0325
3652,59.858000000000004
3653,83.256
3654,99.6514
3655,125.7081
3656,84.08
3657,84.08
3658,107.698
3659,84.9837
3660,84.9837
3661,84.914
3662,152.785
3663,84.986
3664,43.008
3665,71.484
3666,84.73
3667,84.97399999999999
3668,84.976
3669,84.9941
3670,59.614
3671,96.31
3672,43.008
3673,96.25200000000001
3674,79.626
3675,83.256
3676,84.84
3677,84.99
3678,84.99
3679,106.76
3680,119.86
3681,84.986
3682,59.99
3683,130.2173
3684,84.6641
3685,59.614
3686,84.89
3687,101.9478
3688,84.99
3689,49.29
3690,120.6371
3691,84.99
3692,59.998999999999995
3693,106.76
3694,59.8676
3695,59.8808
3696,59.99
3697,96.25200000000001
3698,96.25200000000001
3699,84.9837
3700,39.97
3701,125.542
3702,84.8
3703,84.99
3704,114.16
3705,84.60600000000001
3706,74.77
3707,43.008
3708,84.85700000000001
3709,74.51899999999999
3710,99.9834
3711,74.98
3712,114.14
3713,59.465
3714,59.8676
3715,96.1416
3716,59.76
3717,84.986
3718,84.8809
3719,84.945
3720,84.9238
3721,17.425
3722,49.277
3723,84.6641
3724,59.998999999999995
3725,84.9941
3726,59.86
3727,19.3525
3728,99.6514
3729,84.84
3730,144.2557
3731,84.976
3732,84.994
3733,84.9424
3734,84.986
3735,59.972
3736,84.8809
3737,81.78
3738,84.9941
3739,108.81
3740,84.6583
3741,59.8808
3742,59.9853
3743,79.626
3744,128.9491
3745,101.45
3746,45.98
3747,59.86
3748,83.256
3749,84.97399999999999
3750,59.76
3751,84.8946
3752,84.6641
3753,59.998999999999995
3754,101.31
3755,84.9911
3756,84.7
3757,84.12
3758,149.6
3759,84.81
3760,84.969
3761,84.8568
3762,176.343
3763,84.6641
3764,59.998999999999995
3765,84.815
3766,84.18
3767,23.2849
3768,59.99
3769,84.99
3770,84.9941
3771,84.9911
3772,59.655
3773,59.8652
3774,101.9478
3775,125.542
3776,84.9424
3777,84.8568
3778,34.015
3779,39.97
3780,72.81
3781,84.9941
3782,59.9383
